production_line,material_type,temp_sensor_1,pressure_sensor,humidity,vibration_sensor,processing_time_sec,power_consumption,operator_experience_years,yield_percentage
Line-B,Type-X,98.83,48.81,35.47,1.1693,113.9,173.64,3.0,95.14
Line-A,Type-Y,100.39,48.8,66.33,1.0694,116.5,178.72,9.0,95.98
Line-A,Type-Y,95.65,47.99,59.55,0.8555,130.3,232.37,7.0,95.47
Line-B,Type-X,95.62,51.19,58.14,0.9603,120.0,208.94,4.0,96.01
Line-A,Type-X,98.75,49.93,67.68,1.1557,122.2,223.33,2.0,94.8
Line-A,Type-X,102.28,49.13,44.6,0.9644,114.5,186.54,5.0,94.55
Line-A,Type-Y,101.0,52.47,45.39,1.2151,112.0,155.33,4.0,95.24
Line-A,Type-Y,101.2,48.07,44.61,0.767,115.5,197.62,1.0,95.5
Line-B,Type-X,112.35,54.17,55.76,1.2441,116.9,162.11,2.0,92.79
Line-A,Type-Z,98.67,48.85,45.82,1.1899,125.3,163.7,7.0,94.35
Line-B,Type-X,101.3,49.97,41.95,1.2226,129.8,171.42,3.0,95.45
Line-B,Type-Z,83.8,50.85,42.32,0.9388,108.9,152.97,7.0,91.54
Line-A,Type-X,91.89,47.85,50.31,0.9834,135.3,180.58,1.0,93.45
Line-A,Type-Z,102.24,50.33,61.93,0.9004,123.6,208.05,9.0,93.74
Line-A,Type-X,99.44,49.73,42.75,0.8485,118.0,212.94,3.0,94.76
Line-A,Type-Y,98.6,54.92,58.13,1.07,110.8,206.91,9.0,95.59
Line-B,Type-Y,97.56,51.1,49.36,1.1376,125.0,150.34,1.0,95.05
Line-B,Type-Z,94.48,49.93,59.95,1.0389,115.2,157.15,5.0,94.28
Line-B,Type-X,96.41,50.47,68.04,1.0911,124.6,198.47,8.0,95.23
Line-A,Type-Y,96.43,49.19,65.12,1.1828,134.0,201.5,8.0,95.79
Line-B,Type-Y,101.85,50.51,62.3,0.6652,136.5,152.97,1.0,95.22
Line-A,Type-X,97.65,50.1,43.33,0.6971,124.6,178.17,10.0,94.53
Line-B,Type-Y,95.14,51.59,37.73,0.9618,104.8,208.64,7.0,95.08
Line-B,Type-Y,103.87,52.11,33.96,0.9089,115.8,201.27,1.0,95.25
Line-B,Type-Z,98.06,50.91,64.42,0.9658,120.5,181.94,10.0,93.9
Line-A,Type-X,104.46,49.73,41.41,1.1376,130.3,201.73,5.0,94.55
Line-A,Type-X,,49.59,65.83,1.0305,105.2,199.96,3.0,93.77
Line-B,Type-Y,97.72,50.65,45.77,0.7444,120.5,191.13,1.0,95.35
Line-A,Type-Y,98.71,50.91,53.09,1.1432,113.7,168.06,9.0,96.6
Line-B,Type-Z,105.25,,37.65,0.8082,122.7,227.14,7.0,93.41
Line-B,Type-Z,92.97,50.92,48.75,0.6493,104.9,200.33,2.0,92.22
Line-A,Type-Z,98.61,51.25,40.44,0.8093,138.0,209.64,10.0,93.35
Line-A,Type-X,95.61,52.08,56.58,1.2812,139.2,226.66,7.0,93.66
Line-A,Type-Y,106.4,51.53,32.58,0.9268,110.5,166.67,2.0,94.4
Line-B,Type-X,97.66,45.84,42.29,0.9656,113.7,202.07,1.0,93.69
Line-B,Type-Z,98.63,50.41,58.57,1.1186,137.5,235.48,9.0,93.59
Line-B,Type-Y,108.83,47.89,42.1,1.1658,119.5,179.44,9.0,95.5
Line-B,Type-Z,110.85,48.48,66.32,0.7524,123.1,179.93,3.0,93.01
Line-B,Type-Y,108.3,50.22,39.42,0.7229,100.0,214.89,2.0,94.59
Line-B,Type-Y,110.96,50.44,54.88,1.0398,115.0,178.33,9.0,95.58
Line-B,Type-Z,97.17,52.6,66.77,1.0762,113.7,182.44,2.0,93.37
Line-B,Type-Y,99.53,48.0,63.44,1.021,108.0,194.68,2.0,95.55
Line-B,Type-X,104.3,51.14,42.02,1.3104,124.6,199.75,7.0,94.71
Line-A,Type-X,101.2,51.15,60.34,0.6544,,196.65,8.0,94.65
Line-A,Type-X,87.43,51.08,43.2,0.9435,130.1,218.9,4.0,93.27
Line-B,Type-Z,95.83,50.83,46.05,1.0398,121.8,203.26,9.0,93.82
Line-A,Type-Z,95.74,50.38,31.21,1.2526,121.7,201.02,1.0,93.66
Line-A,Type-Z,93.16,51.59,36.64,0.937,115.7,175.77,8.0,93.58
Line-A,Type-Y,91.6,51.11,65.03,0.9227,115.0,195.76,1.0,94.62
Line-B,Type-Y,99.72,51.9,67.23,0.9109,119.4,195.22,9.0,96.22
Line-A,Type-X,91.04,50.19,68.38,0.9636,114.1,206.26,6.0,94.25
Line-B,Type-X,95.8,48.3,34.28,1.4137,113.2,200.69,7.0,94.2
Line-B,Type-X,99.01,48.45,61.02,0.99,120.0,195.17,10.0,95.39
Line-A,Type-X,105.42,51.94,68.99,1.0536,122.0,212.51,7.0,94.58
Line-A,Type-X,100.18,,57.5,0.6897,112.2,237.1,7.0,94.96
Line-A,Type-X,99.21,52.27,65.73,0.9484,119.0,185.49,8.0,94.57
Line-A,Type-Y,103.46,49.33,61.24,0.9478,133.8,196.78,7.0,96.07
Line-B,Type-Z,104.37,46.14,,1.0894,130.4,172.99,2.0,93.61
Line-A,Type-Y,100.64,53.31,45.92,1.2624,110.5,209.6,1.0,94.83
Line-A,Type-Z,88.41,49.11,67.91,0.6758,126.9,188.1,4.0,92.93
Line-A,Type-Z,105.17,53.67,31.57,1.0844,126.0,205.59,10.0,93.97
Line-A,Type-X,98.73,49.22,54.81,1.2132,115.1,193.07,4.0,94.92
Line-B,Type-Y,94.35,53.43,49.22,1.1297,129.9,204.57,9.0,95.11
Line-B,Type-Y,100.43,48.35,55.27,0.9806,117.0,221.37,10.0,96.55
Line-A,Type-X,98.35,51.56,40.75,1.3081,111.7,194.35,7.0,94.78
Line-A,Type-Y,108.55,49.03,56.82,1.0635,127.6,206.63,4.0,94.55
Line-B,Type-Y,96.83,50.91,56.1,0.7063,127.3,192.13,3.0,96.13
Line-A,Type-Y,99.41,47.72,31.86,0.9303,113.6,203.49,10.0,96.45
Line-B,Type-X,90.87,51.1,43.64,0.8387,114.0,187.24,10.0,94.72
Line-B,Type-X,101.0,47.3,65.3,1.0414,119.7,205.75,10.0,97.13
Line-A,Type-X,105.16,50.96,50.99,0.9288,137.9,166.52,2.0,93.49
Line-B,Type-X,102.88,48.88,31.2,1.1225,89.1,193.52,8.0,94.6
Line-A,Type-X,108.01,47.87,58.64,1.0126,115.8,222.8,5.0,94.25
Line-A,Type-X,110.64,50.41,37.62,1.3377,101.9,215.59,5.0,94.9
Line-A,Type-Z,104.31,46.94,60.58,0.7508,114.6,205.39,7.0,93.74
Line-B,Type-Z,103.46,49.21,52.32,1.0528,110.4,197.57,2.0,93.12
Line-A,Type-Z,99.28,50.49,37.43,1.0398,122.1,165.3,3.0,94.03
Line-A,Type-X,95.28,51.19,48.58,1.3457,115.7,204.66,4.0,94.9
Line-A,Type-X,102.4,51.76,64.31,1.1404,124.1,211.67,9.0,95.17
Line-A,Type-X,100.02,48.27,51.15,0.8423,106.3,204.76,8.0,94.27
Line-A,Type-X,111.7,47.67,53.78,0.8544,126.2,237.26,6.0,93.7
Line-A,Type-Z,99.06,,68.68,0.7369,118.9,209.54,1.0,94.16
Line-A,Type-Z,91.49,48.12,32.23,1.2299,106.3,172.25,5.0,92.69
Line-A,Type-X,96.36,47.3,54.99,1.1623,128.1,144.44,7.0,94.28
Line-A,Type-Z,88.6,47.85,30.73,1.2117,124.0,183.51,10.0,93.51
Line-B,Type-X,96.87,49.82,58.65,1.1392,100.6,197.84,8.0,94.77
Line-A,Type-Z,96.43,53.37,49.33,1.1146,117.0,185.21,1.0,93.59
Line-B,Type-X,101.38,53.07,62.35,1.0492,125.5,182.58,8.0,94.24
Line-A,Type-Z,105.43,48.67,47.25,1.064,117.2,220.76,5.0,93.46
Line-A,Type-Y,97.04,53.19,53.56,0.8659,120.9,263.58,7.0,96.53
Line-B,Type-X,106.8,50.28,59.23,0.7955,114.0,185.03,3.0,95.29
Line-A,Type-Y,97.93,50.95,46.15,0.9769,107.0,205.95,10.0,96.02
Line-B,Type-Z,94.88,50.44,57.65,1.0177,123.2,223.09,8.0,93.8
Line-A,Type-X,99.09,50.67,46.97,1.0701,109.9,187.91,6.0,95.37
Line-B,Type-Z,104.3,53.32,45.24,1.0088,137.1,204.73,5.0,92.34
Line-A,Type-Y,102.73,49.02,36.8,1.1386,135.5,179.62,10.0,95.91
Line-B,Type-Z,100.25,,62.79,1.3035,109.3,213.66,3.0,93.15
Line-A,Type-Z,102.4,50.1,67.18,0.9291,112.2,227.34,9.0,94.83
Line-B,Type-Y,99.88,49.48,62.79,1.0719,126.4,205.77,4.0,95.91
Line-B,Type-X,94.71,49.07,40.43,1.3915,127.3,184.37,4.0,95.64
Line-B,Type-Z,104.93,50.03,57.32,1.0398,118.9,163.0,3.0,93.65
Line-B,Type-Y,89.4,49.44,40.07,1.0918,,220.47,5.0,95.17
Line-B,Type-Z,98.81,49.49,35.98,1.0876,124.0,196.14,3.0,92.93
Line-B,Type-Z,108.29,50.23,31.11,1.193,121.5,242.96,3.0,93.9
Line-B,Type-Y,97.52,50.66,64.12,0.9206,117.9,219.82,5.0,95.2
Line-B,Type-X,94.38,52.37,57.24,0.7622,120.5,212.62,4.0,93.86
Line-B,Type-Y,97.45,52.11,47.84,0.975,117.9,194.54,1.0,96.23
Line-A,Type-X,99.68,51.07,69.39,0.9642,121.5,213.59,6.0,95.47
Line-B,Type-Y,104.03,54.61,,1.1049,114.4,152.97,9.0,95.33
Line-A,Type-X,98.01,56.37,37.92,0.7847,127.7,198.11,8.0,94.56
Line-B,Type-X,92.79,53.13,43.2,0.7337,113.1,212.27,1.0,93.21
Line-A,Type-Y,99.31,48.41,64.4,0.9519,85.4,178.45,7.0,95.33
Line-B,Type-X,99.33,51.34,44.79,0.9826,130.6,218.11,9.0,95.33
Line-A,Type-Y,89.77,50.16,40.24,1.1908,122.6,224.11,2.0,94.5
Line-B,Type-Z,95.97,47.73,64.52,0.8915,135.7,226.06,2.0,92.99
Line-A,Type-Z,100.28,51.32,59.16,1.1049,99.9,172.66,10.0,93.92
Line-B,Type-Z,95.33,,45.85,1.2057,134.0,209.02,3.0,92.85
Line-A,Type-Y,103.36,54.28,44.38,1.1106,126.1,165.43,3.0,94.15
Line-A,Type-Z,97.71,49.44,41.77,0.8453,119.2,213.86,4.0,93.24
Line-B,Type-Y,98.2,53.85,37.6,0.9323,113.4,184.47,10.0,95.64
Line-B,Type-Y,94.28,49.85,44.78,0.9377,105.7,152.97,7.0,95.65
Line-B,Type-Z,93.9,50.06,45.23,0.5861,121.0,213.19,2.0,93.18
Line-A,Type-Z,102.57,48.39,63.95,0.8137,128.4,182.97,6.0,93.51
Line-A,Type-Z,98.7,48.7,54.64,1.2611,97.6,206.69,2.0,92.6
Line-A,Type-Y,100.9,49.23,57.21,0.9853,121.7,200.02,1.0,96.1
Line-B,Type-Y,97.0,48.56,39.11,1.0364,112.3,190.87,7.0,96.21
Line-B,Type-X,104.87,52.71,,1.0349,97.6,203.59,6.0,92.26
Line-B,Type-Y,91.79,49.18,55.72,1.1512,119.5,196.41,4.0,95.97
Line-A,Type-Z,95.92,49.96,58.02,0.7432,128.8,221.66,5.0,93.9
Line-B,Type-Y,105.07,50.39,43.5,1.1154,104.7,190.38,2.0,94.76
Line-B,Type-Z,100.79,51.97,46.59,0.9261,117.4,170.91,4.0,93.52
Line-A,Type-Z,100.12,47.11,47.53,1.0142,102.0,167.44,9.0,93.44
Line-B,Type-X,99.17,50.18,67.13,1.0982,127.5,212.69,2.0,94.46
Line-B,Type-Y,95.92,50.26,55.03,1.0593,127.2,199.44,2.0,95.66
Line-B,Type-Z,97.46,52.11,55.24,1.1383,140.5,194.37,10.0,92.75
Line-A,Type-Y,97.51,45.64,55.14,0.9918,137.0,210.27,4.0,94.13
Line-B,Type-X,95.07,47.27,39.97,1.0567,121.0,198.86,9.0,94.09
Line-A,Type-Y,99.42,47.54,60.57,1.4844,113.4,204.43,10.0,96.27
Line-B,Type-X,91.86,50.05,54.55,0.9417,115.5,179.57,1.0,94.1
Line-A,Type-X,107.09,47.89,56.56,0.7154,131.0,217.19,2.0,93.11
Line-B,Type-Z,99.04,50.76,55.19,1.0281,117.4,251.41,10.0,95.13
Line-B,Type-X,99.91,51.25,61.08,0.9121,112.7,191.2,4.0,94.26
Line-A,Type-Z,99.72,47.7,67.9,0.9294,112.6,183.56,5.0,93.17
Line-B,Type-Y,107.47,50.47,41.19,0.8917,133.9,222.84,2.0,95.05
Line-B,Type-Z,96.9,52.51,69.13,1.199,128.4,183.84,9.0,93.81
Line-B,Type-Y,107.9,50.07,37.63,0.5109,131.8,227.34,5.0,95.7
Line-B,Type-Z,99.61,48.73,37.27,1.2939,119.4,186.07,7.0,93.53
Line-B,Type-X,103.7,50.29,34.27,1.1362,127.9,152.97,7.0,95.17
Line-B,Type-X,103.76,48.46,47.1,0.8108,100.2,185.09,4.0,93.79
Line-A,Type-X,102.11,47.16,61.9,1.2163,133.3,165.69,6.0,94.41
Line-A,Type-X,92.44,58.44,42.0,1.0771,126.4,176.18,3.0,92.11
Line-A,Type-X,93.8,50.76,69.09,1.3231,112.9,184.16,2.0,94.24
Line-A,Type-Z,90.45,50.85,47.6,0.8223,137.4,185.41,9.0,93.2
Line-B,Type-Y,93.26,48.62,54.01,0.8554,132.3,184.11,10.0,95.97
Line-B,Type-X,104.78,53.65,51.53,0.8435,123.0,213.88,1.0,92.75
Line-A,Type-Z,104.14,52.93,38.96,0.7856,91.8,202.76,1.0,92.28
Line-A,Type-Z,109.53,51.03,40.31,0.9547,135.7,198.48,3.0,92.66
Line-A,Type-X,105.15,48.42,,1.3257,102.3,211.72,7.0,93.71
Line-B,Type-Z,104.82,47.46,41.0,1.0563,126.5,183.96,10.0,94.5
Line-B,Type-Z,104.15,48.11,61.1,0.826,133.3,217.34,8.0,93.64
Line-B,Type-X,101.73,47.83,49.22,0.9841,113.9,152.97,1.0,94.89
Line-B,Type-Y,100.77,47.86,55.9,1.1735,134.8,195.05,7.0,94.8
Line-A,Type-Z,103.86,51.33,67.03,0.7387,125.3,203.23,2.0,92.77
Line-A,Type-Y,90.99,53.24,64.41,1.1034,121.3,220.05,2.0,94.13
Line-A,Type-X,98.68,51.64,59.44,1.0398,109.8,234.91,10.0,95.22
Line-B,Type-Z,,48.64,57.16,1.0804,131.3,200.4,5.0,93.83
Line-B,Type-X,,,65.35,1.0545,105.6,225.13,7.0,94.52
Line-B,Type-Y,100.48,49.06,36.54,1.0195,118.4,167.08,10.0,96.39
Line-B,Type-X,97.92,49.21,38.4,1.1347,113.0,201.16,2.0,95.35
Line-B,Type-Y,89.43,49.67,34.55,0.9369,135.1,236.54,7.0,93.58
Line-A,Type-Z,99.78,50.53,31.34,0.8783,120.6,184.27,1.0,93.81
Line-B,Type-Y,87.69,49.52,38.47,0.9342,134.5,235.45,4.0,94.22
Line-B,Type-Z,112.52,51.65,39.18,1.1413,111.8,210.85,3.0,92.16
Line-A,Type-Y,107.82,49.79,46.09,1.0919,122.9,159.98,7.0,95.45
Line-B,Type-Y,101.36,50.9,38.3,0.994,123.2,208.18,6.0,95.93
Line-A,Type-Y,87.95,51.77,59.01,1.3956,125.2,192.42,1.0,94.79
Line-A,Type-Z,101.04,51.57,38.09,1.0616,123.7,192.15,8.0,94.25
Line-B,Type-Z,91.97,,44.61,1.1711,,223.13,4.0,93.47
Line-B,Type-Y,99.38,52.6,55.19,1.0771,115.6,184.19,6.0,96.46
Line-B,Type-Y,110.68,50.51,44.13,1.2897,119.2,200.82,4.0,94.78
Line-A,Type-X,94.21,50.18,44.81,0.8856,121.7,214.27,4.0,94.32
Line-B,Type-X,90.88,49.58,37.38,1.0891,119.3,185.4,4.0,94.59
Line-B,Type-X,99.83,49.08,57.06,0.6801,132.5,195.06,3.0,93.88
Line-B,Type-Y,96.86,48.15,56.37,0.693,101.9,166.77,3.0,95.42
Line-B,Type-X,95.46,51.0,69.74,0.9264,137.8,170.77,3.0,93.19
Line-A,Type-X,102.35,49.44,42.35,1.0478,122.3,224.18,10.0,95.03
Line-A,Type-Z,105.33,48.48,,1.0569,,151.38,8.0,93.99
Line-A,Type-X,101.21,50.88,50.55,1.1141,106.9,199.57,6.0,94.72
Line-A,Type-Z,105.26,54.37,31.85,0.9739,142.1,205.36,7.0,91.25
Line-B,Type-X,100.17,50.88,68.73,0.8329,114.3,189.04,6.0,94.23
Line-B,Type-Z,107.47,51.29,63.11,0.8527,129.7,224.28,5.0,91.37
Line-B,Type-Z,106.78,48.4,64.31,1.1898,132.4,238.98,9.0,93.77
Line-A,Type-X,99.03,49.51,33.49,1.1203,117.7,245.75,5.0,95.07
Line-A,Type-X,100.22,,49.6,0.9414,131.2,198.41,8.0,94.68
Line-A,Type-Z,99.69,51.14,63.58,1.098,143.9,184.46,2.0,93.07
Line-A,Type-Y,102.79,49.91,61.26,1.1837,124.2,175.87,5.0,95.75
Line-B,Type-X,101.68,51.78,60.3,1.0681,106.0,205.04,1.0,94.11
Line-B,Type-Z,99.14,46.46,38.08,1.1552,115.5,150.44,5.0,92.48
Line-B,Type-Z,104.12,48.96,32.64,1.0638,,171.92,7.0,94.64
Line-B,Type-Z,103.38,50.35,60.14,1.0535,122.2,216.05,7.0,94.74
Line-A,Type-X,97.61,52.92,37.09,0.7705,107.6,213.19,10.0,93.91
Line-B,Type-X,99.54,50.03,68.13,1.0398,133.2,196.52,6.0,94.46
Line-B,Type-Y,95.79,47.48,37.76,1.0081,128.7,237.86,5.0,95.53
Line-A,Type-Z,106.89,46.33,30.77,1.2296,114.6,239.34,7.0,92.77
Line-B,Type-Z,103.85,49.26,60.62,0.5511,125.0,223.41,4.0,93.58
Line-A,Type-X,110.84,50.05,52.48,0.9425,,197.16,10.0,95.4
Line-A,Type-X,97.88,49.85,52.48,0.9126,132.0,208.45,5.0,94.5
Line-B,Type-Y,105.12,48.67,55.43,1.2689,119.3,180.04,1.0,95.08
Line-A,Type-X,106.51,46.59,42.41,0.9562,143.0,213.36,7.0,93.38
Line-B,Type-Z,96.28,50.67,37.47,0.8328,114.2,209.79,6.0,93.18
Line-A,Type-Z,103.14,52.49,42.36,1.407,120.7,227.87,2.0,93.7
Line-B,Type-Y,105.0,48.73,42.15,1.0436,132.6,195.14,6.0,95.56
Line-B,Type-X,93.99,51.49,53.24,1.1023,115.1,230.68,3.0,94.25
Line-A,Type-Y,100.77,47.81,57.51,1.0869,124.4,227.94,4.0,94.8
Line-B,Type-X,91.42,48.21,47.17,1.0111,114.2,189.72,9.0,94.4
Line-B,Type-X,100.84,48.49,30.28,1.1169,141.0,199.63,3.0,94.42
Line-B,Type-Y,101.58,52.95,38.24,0.9091,124.7,191.09,10.0,95.63
Line-A,Type-X,93.65,49.67,30.41,0.9031,121.6,219.9,1.0,95.08
Line-A,Type-X,102.97,48.61,68.6,0.9814,109.8,170.72,4.0,93.29
Line-A,Type-X,92.12,50.76,37.49,1.2197,114.9,202.72,4.0,94.68
Line-A,Type-X,95.45,52.99,40.53,1.3213,129.0,207.91,5.0,94.24
Line-B,Type-Y,97.15,,48.9,0.9187,117.3,207.2,3.0,94.62
Line-A,Type-Z,100.85,51.08,51.12,0.6865,126.9,236.12,8.0,94.23
Line-A,Type-X,103.62,48.8,38.61,1.3281,101.8,238.34,6.0,93.83
Line-B,Type-X,101.13,53.53,34.89,1.0197,119.5,180.58,3.0,95.14
Line-B,Type-X,,49.85,63.5,0.8368,119.8,202.82,10.0,96.31
Line-B,Type-Y,95.91,52.37,35.36,0.7513,97.0,163.49,4.0,94.29
Line-A,Type-Y,98.75,46.39,45.5,0.831,121.8,152.97,3.0,95.7
Line-B,Type-Z,99.37,49.09,50.19,0.8709,113.2,143.02,1.0,93.96
Line-B,Type-X,99.13,53.17,68.07,0.9146,119.6,179.42,9.0,95.0
Line-B,Type-X,99.47,48.43,,0.6182,117.8,195.44,7.0,95.25
Line-B,Type-X,105.9,50.34,57.01,0.7109,138.9,222.59,10.0,94.5
Line-A,Type-Z,106.5,48.51,34.72,0.9965,122.8,177.82,1.0,92.97
Line-A,Type-X,94.91,47.41,51.2,0.9425,124.1,193.48,5.0,93.43
Line-B,Type-X,108.89,46.18,50.4,0.935,134.9,241.21,9.0,93.37
Line-A,Type-Y,108.25,48.43,48.38,1.1244,126.3,151.37,8.0,95.32
Line-A,Type-Y,97.27,49.29,37.37,0.9662,113.1,183.1,1.0,96.55
Line-B,Type-Z,106.11,50.99,68.01,0.7791,138.1,205.06,6.0,92.93
Line-A,Type-Y,,51.46,55.37,0.8725,125.0,223.67,6.0,95.75
Line-A,Type-Y,102.29,49.29,30.08,1.1437,115.3,242.68,1.0,96.2
Line-B,Type-X,98.8,50.79,35.74,1.157,122.7,221.43,7.0,95.61
Line-B,Type-Z,88.83,48.39,68.47,0.9054,111.6,204.09,3.0,92.07
Line-B,Type-X,93.95,49.51,67.09,1.3232,119.7,226.73,9.0,93.83
Line-B,Type-Z,109.74,47.04,47.92,1.0848,,236.86,4.0,91.88
Line-A,Type-Y,108.35,51.35,34.02,0.985,120.3,192.56,8.0,95.99
Line-B,Type-Y,101.87,50.85,67.62,0.9335,133.9,189.18,9.0,96.54
Line-A,Type-Y,100.06,46.6,59.5,0.8452,105.2,182.64,8.0,95.4
Line-A,Type-Y,106.66,49.11,44.81,0.7826,93.5,181.7,8.0,94.27
Line-A,Type-Y,109.75,54.41,35.89,0.6251,120.4,203.77,2.0,95.69
Line-B,Type-X,101.36,51.42,33.11,1.1062,129.7,214.03,4.0,93.96
Line-B,Type-Y,100.82,48.41,31.44,1.2281,123.4,204.99,2.0,95.47
Line-B,Type-Z,103.74,47.95,34.97,1.1289,126.5,213.35,7.0,93.29
Line-A,Type-Z,97.75,50.5,64.24,0.9076,120.5,238.46,8.0,93.65
Line-B,Type-X,91.81,48.81,63.68,0.7441,103.4,183.33,7.0,94.08
Line-B,Type-X,104.32,53.24,33.91,1.1816,126.3,187.05,7.0,94.49
Line-B,Type-Y,101.69,54.41,69.32,1.1882,103.9,199.43,6.0,94.33
Line-A,Type-Z,102.87,52.67,47.78,1.2855,123.9,180.66,5.0,93.29
Line-A,Type-Y,100.82,50.11,38.75,1.3787,129.5,152.97,5.0,95.61
Line-A,Type-Y,102.65,54.64,47.63,0.8137,122.4,151.84,7.0,95.75
Line-B,Type-Z,108.45,51.79,31.39,1.1954,128.2,203.76,9.0,92.93
Line-B,Type-Y,106.15,51.37,59.5,1.0503,133.5,199.22,9.0,95.11
Line-A,Type-Z,96.46,52.16,45.06,0.8772,129.3,188.99,4.0,92.57
Line-B,Type-Z,96.48,50.98,68.68,0.8063,124.1,217.14,1.0,93.65
Line-A,Type-Y,93.54,51.51,34.06,0.8061,113.5,181.96,2.0,95.95
Line-A,Type-Z,104.94,50.89,47.12,0.7887,,196.07,4.0,92.92
Line-B,Type-Y,103.18,48.83,37.15,0.6421,119.5,152.97,5.0,95.54
Line-A,Type-X,93.95,50.22,43.39,1.1164,118.2,230.23,8.0,94.35
Line-B,Type-X,101.84,49.64,32.82,0.8123,122.8,203.23,2.0,94.73
Line-A,Type-Y,105.14,52.52,41.93,0.7068,110.5,236.64,5.0,94.45
Line-A,Type-Z,101.49,52.98,41.33,0.7157,112.3,191.78,3.0,93.02
Line-B,Type-Y,102.19,,53.22,1.0132,127.4,194.48,10.0,95.82
Line-A,Type-Y,91.0,49.27,53.61,1.095,,195.84,1.0,95.06
Line-B,Type-Z,94.77,47.23,49.99,0.7556,124.4,226.37,7.0,93.64
Line-A,Type-Z,93.0,56.04,59.87,0.9349,115.6,214.69,4.0,91.2
Line-A,Type-Z,94.01,51.08,56.55,0.9872,138.5,170.66,3.0,92.15
Line-B,Type-Y,101.42,47.99,67.6,1.0403,122.8,163.05,3.0,95.48
Line-B,Type-X,104.16,46.71,32.23,0.8281,129.6,196.2,9.0,94.64
Line-B,Type-Y,103.73,51.0,44.99,1.1872,132.8,210.01,7.0,95.87
Line-A,Type-Z,99.06,52.05,43.5,0.7645,115.5,184.61,3.0,93.44
Line-B,Type-Y,99.86,49.89,44.53,1.3693,130.4,193.9,9.0,95.93
Line-B,Type-X,92.96,49.99,44.19,1.1975,129.9,210.01,10.0,94.65
Line-B,Type-Y,103.11,46.89,50.87,1.0857,102.4,211.19,7.0,95.61
Line-A,Type-Z,93.41,50.14,58.48,1.1322,,220.62,5.0,93.85
Line-B,Type-X,100.04,48.58,41.64,0.8361,120.1,208.46,4.0,95.15
Line-A,Type-Z,95.16,50.8,57.32,0.946,105.1,192.54,5.0,92.95
Line-B,Type-X,,49.13,41.67,1.0421,111.9,230.98,2.0,95.15
Line-A,Type-Z,93.01,53.54,30.59,1.4192,124.0,221.17,5.0,92.71
Line-B,Type-Z,99.53,51.5,37.06,1.0398,127.2,172.48,8.0,93.93
Line-B,Type-Y,105.61,49.3,34.11,0.8734,111.0,195.54,7.0,95.18
Line-A,Type-X,96.58,48.87,65.0,1.0357,138.0,213.35,2.0,94.12
Line-B,Type-X,88.48,52.8,39.63,1.2708,108.3,208.56,9.0,92.96
Line-A,Type-X,106.71,46.68,42.53,1.1459,106.4,178.46,5.0,93.28
Line-A,Type-Z,91.44,48.72,54.68,0.8993,120.2,196.75,9.0,93.41
Line-A,Type-Z,94.73,50.03,61.0,0.7091,116.8,199.89,7.0,93.29
Line-B,Type-X,101.65,51.23,35.31,1.0194,116.1,193.68,8.0,94.86
Line-A,Type-Y,93.61,51.62,42.26,0.7363,128.8,234.14,1.0,94.23
Line-A,Type-Z,94.26,52.07,50.17,0.7669,117.2,208.53,10.0,93.54
Line-A,Type-X,104.08,49.12,38.69,0.9961,122.9,231.81,4.0,94.15
Line-B,Type-X,,51.24,54.17,1.2637,128.6,233.16,4.0,94.44
Line-B,Type-Y,91.48,50.14,49.76,1.3964,121.5,195.69,1.0,94.54
Line-B,Type-Y,100.93,50.69,38.23,1.2064,125.5,189.57,6.0,96.14
Line-A,Type-Y,94.79,50.15,51.93,1.1081,107.0,199.47,1.0,94.36
Line-A,Type-Z,95.07,,57.35,1.133,128.5,200.96,7.0,93.44
Line-A,Type-Y,112.1,53.07,49.3,1.0197,103.7,192.19,6.0,94.44
Line-B,Type-Z,94.3,44.47,48.37,1.1944,120.9,226.27,2.0,92.94
Line-B,Type-Y,109.99,48.86,45.5,0.7915,113.7,176.57,10.0,95.45
Line-B,Type-X,102.93,51.25,63.22,1.0398,130.6,208.17,8.0,94.84
Line-A,Type-Z,97.93,47.09,37.65,1.219,111.0,192.14,5.0,93.42
Line-B,Type-X,91.31,48.55,69.96,0.9109,119.9,169.46,4.0,94.5
Line-B,Type-Z,97.54,48.12,39.06,1.0119,112.3,202.01,4.0,92.46
Line-B,Type-Z,94.92,52.8,52.06,0.9434,124.4,205.12,4.0,93.91
Line-B,Type-Z,,51.22,35.79,0.8825,106.1,152.97,8.0,93.37
Line-A,Type-X,102.22,51.65,57.35,0.597,132.2,176.66,5.0,94.31
Line-B,Type-X,101.78,51.59,38.61,1.1015,132.7,202.16,4.0,94.63
Line-A,Type-Z,103.39,49.58,30.62,1.047,101.3,206.16,5.0,93.25
Line-B,Type-X,103.57,50.0,40.78,1.255,114.6,187.08,8.0,94.65
Line-A,Type-Z,109.04,50.5,34.5,0.7358,113.5,204.8,1.0,92.37
Line-A,Type-X,98.9,48.62,52.83,1.0398,108.2,180.81,1.0,93.92
Line-A,Type-Z,98.38,50.72,55.08,1.2037,117.0,222.22,10.0,94.38
Line-A,Type-X,104.4,49.57,49.26,1.2158,129.7,152.97,10.0,94.76
Line-A,Type-X,100.52,50.99,,0.8685,124.5,211.05,10.0,95.67
Line-B,Type-X,97.92,51.24,52.62,1.0511,117.1,196.25,2.0,94.08
