production_line,shift,operator_experience_years,processing_time_min,temperature,humidity,measurement_A,measurement_B,measurement_C,defect_status
Line-2,야간,11.0,29.7,24.1,53.9,86.72,207.35,64.39,0
Line-1,야간,5.0,29.7,28.5,49.2,97.5,173.93,48.66,0
Line-1,주간,5.0,25.2,25.9,50.4,89.97,204.35,52.29,0
Line-1,주간,3.0,31.4,21.2,46.4,97.76,180.59,53.63,0
Line-1,주간,14.0,24.7,31.0,44.2,92.54,200.74,49.68,0
Line-1,주간,5.0,26.8,29.4,57.6,113.87,188.94,58.18,0
Line-3,야간,5.0,31.7,25.4,27.8,101.44,215.4,52.21,0
Line-3,주간,9.0,21.5,23.4,39.8,119.79,170.9,51.89,0
Line-2,주간,12.0,35.6,25.2,54.8,94.76,186.05,44.99,0
Line-3,주간,1.0,30.2,27.8,43.6,102.44,183.56,41.09,0
Line-3,주간,6.0,23.9,26.6,50.5,105.42,192.71,42.44,0
Line-2,주간,11.0,26.8,24.8,54.5,101.47,218.72,50.47,0
Line-1,주간,5.0,35.1,22.2,42.3,99.01,210.06,49.27,0
Line-3,야간,5.0,29.3,26.4,49.9,90.24,173.82,49.61,0
Line-2,야간,14.0,30.6,21.4,53.6,78.16,191.21,40.79,0
Line-3,야간,1.0,36.1,21.4,39.3,90.8,188.89,55.69,0
Line-3,야간,8.0,33.2,23.7,45.0,97.12,226.16,50.12,0
Line-3,야간,5.0,28.7,24.5,55.0,99.5,180.17,46.3,0
Line-3,주간,0.0,33.7,27.4,42.7,90.2,200.46,57.39,0
Line-1,주간,11.0,21.7,29.2,37.7,100.76,206.88,55.25,0
Line-1,야간,7.0,29.5,22.7,48.4,110.59,201.25,48.34,0
Line-1,주간,0.0,33.6,21.2,38.3,104.54,206.91,48.96,0
Line-3,주간,15.0,24.4,25.0,52.5,84.22,224.84,44.98,0
Line-2,주간,2.0,35.1,26.0,66.2,97.28,204.96,49.7,0
Line-2,주간,1.0,32.6,20.0,42.0,109.78,217.49,46.72,0
Line-3,야간,14.0,34.5,25.0,36.7,98.12,196.68,47.42,0
Line-1,주간,15.0,34.9,24.4,66.9,96.51,190.9,52.56,0
Line-1,야간,15.0,25.9,25.5,36.7,91.27,189.84,44.8,0
Line-2,야간,1.0,33.5,27.3,42.3,100.54,207.56,39.29,0
Line-3,야간,11.0,30.7,26.0,39.6,93.01,217.61,44.73,0
Line-2,주간,2.0,31.5,28.1,58.1,86.88,214.38,51.21,0
Line-2,야간,10.0,30.4,22.4,59.3,104.08,235.33,51.98,0
Line-1,주간,4.0,29.7,22.8,30.6,107.87,197.14,42.79,0
Line-1,야간,9.0,30.0,24.4,41.8,100.22,204.81,54.09,0
Line-1,주간,13.0,40.7,24.2,51.6,68.2,224.8,55.04,0
Line-1,야간,11.0,32.7,27.0,41.9,109.37,202.24,52.87,0
Line-2,주간,9.0,29.1,21.5,68.6,120.99,206.74,56.16,0
Line-1,야간,5.0,31.4,25.9,46.7,92.41,221.47,49.19,0
Line-2,야간,6.0,31.7,25.1,67.8,114.42,189.24,64.74,0
Line-3,야간,15.0,22.7,24.5,49.3,100.01,196.67,49.3,0
Line-1,야간,4.0,30.3,24.4,36.0,99.12,197.34,59.37,0
Line-2,야간,2.0,30.8,28.8,58.8,92.22,221.48,58.66,0
Line-1,야간,15.0,,23.1,37.4,102.41,243.05,49.81,0
Line-3,주간,8.0,34.2,27.0,36.5,114.41,184.3,61.12,0
Line-2,야간,14.0,34.9,22.7,55.5,90.17,188.29,55.31,0
Line-3,주간,0.0,33.2,30.8,57.9,100.62,248.81,45.46,0
Line-3,주간,7.0,29.8,24.4,75.3,89.51,213.34,56.89,0
Line-2,야간,0.0,26.7,25.1,46.9,89.49,209.94,44.69,0
Line-3,야간,3.0,29.8,22.7,46.6,92.42,222.47,38.47,0
Line-1,야간,7.0,22.1,16.7,47.4,101.02,205.11,61.03,0
Line-2,야간,14.0,25.1,23.4,51.9,95.59,230.34,53.34,0
Line-1,야간,10.0,27.2,21.7,53.8,110.92,227.44,45.81,0
Line-3,주간,2.0,24.5,28.3,60.3,88.96,229.61,49.18,0
Line-2,야간,3.0,38.4,25.3,59.4,113.3,173.15,49.42,0
Line-2,야간,12.0,40.6,20.9,60.8,101.81,218.21,52.05,0
Line-1,야간,11.0,29.6,30.3,33.5,81.99,207.15,44.56,0
Line-2,야간,1.0,38.8,22.3,61.3,111.16,192.37,45.94,0
Line-2,주간,15.0,23.5,25.1,73.3,87.26,191.64,58.38,0
Line-2,주간,9.0,35.4,26.3,54.6,89.49,191.89,50.67,0
Line-2,야간,5.0,38.4,23.9,42.2,100.8,220.61,55.39,0
Line-2,주간,5.0,30.2,26.5,48.4,110.1,187.32,49.6,0
Line-3,야간,9.0,28.8,31.4,44.5,110.31,180.59,50.49,0
Line-1,야간,13.0,23.4,29.8,59.3,99.97,250.67,53.53,0
Line-3,주간,15.0,32.0,29.1,54.9,113.68,205.08,51.82,0
Line-3,주간,0.0,28.9,23.2,39.7,92.47,190.57,58.5,0
Line-3,주간,9.0,24.4,22.4,39.5,107.35,192.37,53.26,0
Line-3,주간,12.0,31.8,29.0,71.4,107.4,216.01,64.77,0
Line-3,주간,15.0,23.6,26.4,45.5,100.41,204.18,46.93,0
Line-3,주간,15.0,30.5,26.4,47.4,95.12,152.88,52.38,0
Line-2,주간,1.0,32.4,24.4,53.7,109.29,157.59,51.08,0
Line-3,주간,12.0,31.1,25.5,39.6,82.0,193.45,51.68,0
Line-1,주간,12.0,31.3,24.8,37.3,100.65,225.1,52.33,0
Line-3,주간,10.0,34.5,30.4,56.0,99.55,177.4,50.15,0
Line-2,야간,8.0,31.5,25.6,39.7,89.22,186.6,53.52,0
Line-1,야간,12.0,35.5,19.8,54.2,121.81,181.75,55.7,0
Line-1,야간,13.0,21.6,26.0,36.1,96.78,158.21,52.77,0
Line-2,야간,,28.1,27.2,37.1,99.01,173.6,52.76,0
Line-2,야간,4.0,40.6,26.4,62.5,114.31,192.37,48.24,0
Line-2,주간,8.0,26.3,25.5,54.1,93.68,242.91,51.79,0
Line-1,주간,12.0,34.8,26.4,59.8,91.61,188.6,53.26,0
Line-1,야간,8.0,33.2,25.6,52.1,116.51,156.25,44.46,0
Line-2,주간,9.0,27.4,26.5,57.9,91.07,203.2,54.05,0
Line-3,야간,2.0,30.6,26.6,41.4,111.53,197.76,43.25,0
Line-1,야간,13.0,36.2,28.5,24.1,99.24,180.03,49.53,0
Line-3,야간,2.0,33.8,25.0,31.8,107.03,209.0,51.37,0
Line-1,야간,3.0,28.1,26.3,63.4,110.73,204.06,43.61,0
Line-3,야간,10.0,28.2,27.1,45.9,89.6,188.9,39.24,0
Line-2,야간,1.0,22.8,27.2,51.2,98.21,168.59,55.47,0
Line-3,야간,10.0,18.1,23.1,51.9,86.0,209.46,45.14,0
Line-2,야간,6.0,32.1,27.9,54.9,97.31,219.22,42.41,0
Line-2,야간,7.0,18.7,23.9,65.9,89.29,157.35,44.04,0
Line-2,주간,8.0,34.7,31.9,68.4,100.18,205.17,48.44,0
Line-3,야간,,33.0,24.0,59.9,99.3,145.37,54.2,0
Line-2,야간,12.0,31.8,23.8,32.6,114.59,181.53,55.27,0
Line-2,주간,3.0,31.1,26.3,61.1,93.63,194.27,41.23,0
Line-3,야간,9.0,32.3,27.2,48.9,96.62,204.02,55.91,0
Line-2,야간,1.0,28.6,28.5,47.6,80.43,206.83,44.73,0
Line-1,야간,15.0,,24.3,51.9,94.04,198.24,42.11,0
Line-3,야간,5.0,24.5,29.6,56.2,112.41,161.89,51.84,0
Line-1,야간,13.0,37.8,23.3,61.9,102.17,183.23,62.22,0
Line-2,야간,2.0,31.4,20.7,29.1,92.73,221.95,48.35,0
Line-1,야간,2.0,25.7,21.0,30.0,112.15,172.66,38.07,0
Line-3,주간,14.0,34.5,27.7,43.1,86.84,195.35,48.52,0
Line-3,주간,7.0,27.5,16.7,50.9,118.06,191.94,48.14,0
Line-1,야간,9.0,35.8,23.6,51.9,102.08,215.71,49.92,0
Line-3,야간,5.0,24.6,28.2,55.3,94.97,211.61,51.69,0
Line-1,주간,10.0,28.7,27.0,38.7,103.18,239.53,44.73,0
Line-1,야간,9.0,37.8,24.1,41.9,97.19,196.42,51.86,0
Line-2,야간,11.0,25.3,20.8,49.8,90.25,185.27,58.05,0
Line-1,주간,6.0,28.5,15.7,66.5,101.32,196.55,48.49,0
Line-1,주간,0.0,28.1,25.2,50.2,104.31,222.65,53.34,0
Line-1,야간,9.0,27.1,24.5,51.9,110.79,182.85,50.74,0
Line-3,주간,9.0,26.4,24.3,59.5,96.35,214.31,52.67,0
Line-2,주간,4.0,29.8,21.0,66.2,97.23,168.86,43.81,0
Line-2,야간,1.0,30.2,23.6,49.7,99.6,225.58,46.96,0
Line-1,야간,1.0,31.6,23.5,54.5,109.65,194.16,45.81,0
Line-2,주간,10.0,26.8,27.7,48.3,101.02,184.84,60.6,0
Line-2,야간,7.0,32.1,29.2,63.6,100.11,205.33,55.26,0
Line-1,야간,8.0,35.6,21.8,46.8,110.19,211.17,50.41,0
Line-2,주간,4.0,26.1,22.3,43.3,117.15,210.28,46.83,0
Line-1,야간,0.0,36.7,24.7,48.9,82.21,174.53,55.8,0
Line-3,주간,13.0,22.2,25.3,51.0,68.08,211.01,45.53,0
Line-2,주간,,30.4,29.8,37.4,106.2,155.92,44.89,0
Line-2,주간,0.0,31.3,26.0,53.3,100.7,185.45,51.3,0
Line-3,주간,0.0,19.3,22.4,51.4,91.88,227.25,43.34,0
Line-1,주간,3.0,27.9,21.3,52.3,83.39,206.52,46.81,0
Line-1,주간,11.0,27.3,28.6,62.8,92.23,212.57,46.64,0
Line-2,주간,6.0,33.0,27.9,50.5,100.48,179.32,39.88,0
Line-1,주간,0.0,35.7,26.1,68.5,105.7,171.75,47.58,0
Line-2,야간,7.0,,22.0,40.3,89.49,167.16,48.77,0
Line-1,야간,5.0,31.7,24.0,47.3,97.67,190.64,45.29,0
Line-1,주간,0.0,27.7,30.1,56.5,93.62,182.9,52.52,0
Line-3,야간,7.0,38.5,30.5,43.3,102.17,213.82,51.44,0
Line-3,주간,1.0,30.0,28.0,48.3,87.59,194.49,52.75,0
Line-1,주간,3.0,27.7,20.1,44.4,94.34,167.57,44.73,0
Line-2,야간,2.0,32.6,21.4,54.1,104.21,218.73,39.16,0
Line-1,주간,4.0,34.5,22.7,56.4,123.89,168.82,51.28,0
Line-2,야간,1.0,31.0,25.0,33.6,110.47,217.94,48.79,0
Line-1,야간,4.0,25.0,27.4,58.3,103.88,218.74,44.68,0
Line-3,주간,4.0,26.0,27.2,41.5,93.56,213.22,46.04,0
Line-1,야간,15.0,29.2,28.1,53.8,103.93,194.37,58.1,0
Line-2,주간,15.0,31.8,27.7,52.5,93.27,213.9,60.78,0
Line-2,야간,13.0,27.9,24.6,48.9,97.97,173.8,50.9,0
Line-2,야간,10.0,28.4,22.1,29.0,93.09,199.96,49.91,0
Line-3,주간,1.0,34.1,23.4,48.7,103.02,180.71,54.33,0
Line-1,야간,3.0,28.9,25.8,36.7,104.74,215.12,46.68,0
Line-2,주간,10.0,30.5,24.7,43.3,100.28,172.98,51.44,0
Line-1,주간,8.0,33.3,25.4,62.8,85.95,205.78,50.8,0
Line-2,주간,0.0,29.0,23.8,52.8,108.45,174.7,48.24,0
Line-3,야간,4.0,32.9,19.4,65.8,111.49,188.7,54.65,0
Line-3,야간,0.0,30.9,29.0,50.4,109.46,212.39,51.44,0
Line-3,주간,5.0,34.0,17.9,51.8,93.9,182.89,49.01,0
Line-1,주간,3.0,25.7,29.6,33.0,92.51,178.04,45.61,0
Line-3,주간,2.0,41.7,25.6,36.3,98.14,175.95,48.4,0
Line-1,야간,14.0,33.3,27.1,52.5,87.78,184.59,39.19,0
Line-3,주간,1.0,29.6,23.8,44.4,104.37,207.12,44.13,0
Line-2,주간,14.0,20.4,23.1,51.9,105.61,223.84,47.22,0
Line-3,야간,9.0,31.5,23.1,58.7,86.48,224.53,55.78,0
Line-1,주간,10.0,29.5,19.0,51.9,102.98,226.53,51.55,0
Line-1,주간,11.0,22.9,18.6,28.6,98.09,223.08,53.5,0
Line-1,야간,0.0,32.5,26.7,48.3,100.18,174.84,36.73,0
Line-1,주간,12.0,31.6,26.9,23.1,119.25,206.46,51.26,0
Line-3,주간,1.0,32.9,28.9,59.5,92.61,221.11,51.86,0
Line-2,야간,1.0,31.9,24.0,38.9,89.49,190.75,55.16,0
Line-1,야간,,32.6,27.4,49.6,93.02,158.51,58.16,0
Line-3,야간,14.0,32.5,26.2,59.8,92.67,217.01,52.19,0
Line-2,주간,4.0,27.9,21.5,63.4,104.55,191.64,50.88,0
Line-2,야간,8.0,30.7,28.6,64.5,95.96,208.31,45.74,0
Line-3,주간,14.0,37.0,26.4,57.5,88.21,192.12,53.62,0
Line-3,야간,14.0,21.4,24.3,57.8,97.61,206.17,49.43,0
Line-2,주간,9.0,24.5,21.9,60.8,99.27,163.48,43.56,0
Line-1,주간,8.0,27.4,23.8,69.3,85.45,240.25,48.86,0
Line-1,주간,13.0,24.5,19.4,42.7,102.35,175.93,53.14,0
Line-1,주간,6.0,29.0,26.2,66.1,118.82,189.09,51.19,0
Line-1,야간,4.0,31.2,23.9,41.9,82.88,152.9,47.77,0
Line-1,주간,2.0,24.6,25.5,37.3,90.74,173.15,46.3,0
Line-2,야간,6.0,30.0,17.0,66.7,117.25,170.25,48.89,0
Line-2,야간,2.0,30.3,23.8,50.3,123.02,246.29,47.55,0
Line-2,야간,11.0,33.5,26.4,44.6,105.85,208.52,54.32,0
Line-3,주간,12.0,28.1,28.4,43.2,102.13,202.45,60.01,0
Line-1,야간,11.0,28.8,28.6,59.0,110.97,216.98,48.99,0
Line-1,야간,3.0,34.0,23.3,47.8,100.19,186.92,48.96,0
Line-1,야간,1.0,30.1,26.9,55.2,108.15,201.25,44.64,0
Line-2,야간,2.0,19.5,18.0,42.0,92.23,220.98,53.1,0
Line-1,야간,4.0,27.0,20.0,42.1,95.56,197.69,48.59,0
Line-3,야간,0.0,25.3,27.1,43.7,111.1,189.84,48.27,0
Line-2,야간,15.0,34.7,26.9,42.2,100.15,218.04,51.31,0
Line-1,주간,14.0,34.2,24.6,37.0,125.93,166.33,60.31,0
Line-1,야간,,27.9,32.4,58.2,93.85,198.26,48.42,0
Line-2,주간,1.0,23.2,26.4,60.7,98.97,177.38,46.89,0
Line-3,주간,1.0,31.7,23.3,59.5,95.47,183.22,54.72,0
Line-2,주간,5.0,24.5,22.1,56.3,110.97,172.09,51.64,0
Line-1,주간,14.0,28.6,26.9,43.3,94.86,217.24,53.32,0
Line-2,야간,6.0,25.4,25.8,54.8,83.63,200.95,45.89,0
Line-2,주간,4.0,33.2,27.7,58.9,119.91,199.02,55.96,0
Line-3,주간,0.0,33.2,28.7,45.4,96.27,229.5,52.71,0
Line-2,야간,0.0,29.7,22.8,61.0,87.73,192.14,44.96,0
Line-2,주간,,28.6,30.7,49.5,107.42,192.37,52.35,0
Line-1,주간,5.0,30.2,25.2,42.7,99.5,209.06,51.5,0
Line-3,야간,0.0,23.6,22.1,50.7,97.37,193.58,52.12,0
Line-2,야간,8.0,30.2,26.1,53.5,94.96,230.71,46.34,0
Line-2,야간,8.0,28.0,22.6,43.2,95.44,176.89,60.24,0
Line-2,주간,,29.9,21.9,63.2,100.14,198.93,46.97,0
Line-2,야간,13.0,29.6,25.7,60.6,100.29,206.62,47.07,0
Line-1,야간,9.0,30.3,28.4,50.0,98.92,224.11,52.52,0
Line-2,주간,1.0,38.7,24.6,45.5,108.95,199.72,48.26,0
Line-1,주간,5.0,23.5,29.6,54.0,111.93,213.28,53.31,0
Line-3,야간,13.0,24.5,27.7,63.4,110.01,194.29,48.97,0
Line-3,주간,5.0,34.2,26.5,43.3,105.67,213.68,54.83,0
Line-2,야간,12.0,27.6,26.4,60.0,104.71,196.66,46.11,0
Line-1,주간,4.0,27.1,32.7,57.7,83.29,187.53,49.68,0
Line-1,주간,8.0,23.5,30.2,67.3,88.08,198.68,53.53,0
Line-1,주간,3.0,37.4,28.6,46.9,99.71,195.17,54.43,0
Line-1,야간,6.0,28.8,22.6,69.1,104.42,194.3,43.71,0
Line-1,주간,4.0,32.7,31.8,54.8,112.17,189.7,50.02,0
Line-1,야간,11.0,27.2,21.7,59.9,107.67,222.4,55.08,0
Line-3,주간,0.0,24.6,25.4,44.7,111.26,192.37,59.02,0
Line-3,주간,2.0,26.0,27.3,45.1,108.17,201.35,55.95,0
Line-1,주간,15.0,30.5,22.4,47.3,114.19,192.37,51.64,0
Line-3,주간,8.0,40.0,23.5,54.3,94.05,170.39,50.19,0
Line-2,야간,12.0,28.7,19.9,42.4,86.46,212.38,57.99,0
Line-2,야간,5.0,32.4,29.1,48.0,96.41,229.56,55.82,0
Line-2,주간,1.0,27.6,26.7,36.0,96.2,208.51,56.03,0
Line-1,주간,12.0,29.0,26.5,54.6,103.79,202.53,46.95,0
Line-3,야간,14.0,24.1,26.8,68.3,105.12,230.95,45.69,0
Line-3,주간,3.0,26.4,25.9,64.3,103.85,227.99,57.63,0
Line-3,야간,12.0,23.1,23.1,56.1,98.67,230.37,58.56,0
Line-3,주간,7.0,39.4,26.9,46.8,88.84,178.55,41.73,0
Line-3,주간,12.0,24.5,22.2,46.9,96.24,196.38,57.52,0
Line-3,야간,15.0,33.7,24.2,50.7,80.19,197.26,60.28,0
Line-3,주간,4.0,33.0,23.8,46.9,99.7,232.5,55.69,0
Line-2,주간,15.0,25.1,27.8,46.2,105.96,187.09,48.24,0
Line-1,야간,2.0,26.3,25.7,68.8,95.81,155.57,54.91,0
Line-3,주간,0.0,27.1,27.4,44.4,84.84,223.26,39.89,0
Line-3,야간,4.0,35.4,20.8,58.1,111.6,181.58,48.78,0
Line-3,주간,8.0,21.4,24.6,36.5,98.93,175.55,50.54,0
Line-1,야간,1.0,30.0,23.6,47.7,112.64,206.15,52.04,0
Line-3,주간,14.0,23.2,23.3,47.1,97.73,208.28,42.76,0
Line-1,주간,,29.0,27.4,53.1,98.7,229.5,49.05,0
Line-1,야간,15.0,30.8,27.0,46.6,90.35,189.73,56.89,0
Line-3,야간,3.0,41.1,22.2,51.8,85.55,207.52,41.44,0
Line-1,주간,8.0,35.6,29.3,39.3,93.69,224.33,61.46,0
Line-3,야간,11.0,31.0,20.7,63.9,96.61,191.13,48.88,0
Line-3,야간,10.0,22.9,24.8,81.0,89.49,202.69,50.35,0
Line-1,야간,4.0,35.9,22.7,50.8,101.72,192.87,61.4,0
Line-3,야간,2.0,34.6,21.4,45.6,109.68,201.0,56.9,0
Line-1,주간,12.0,34.6,26.4,51.6,91.22,209.32,56.09,0
Line-3,주간,9.0,25.1,26.8,51.2,92.81,192.37,53.76,0
Line-1,주간,3.0,24.9,26.9,43.1,96.85,174.19,47.36,0
Line-1,주간,1.0,27.9,21.5,49.7,103.98,188.86,49.52,0
Line-2,주간,12.0,29.8,25.3,36.9,111.78,151.45,47.04,0
Line-1,주간,7.0,33.1,19.0,43.2,101.92,202.01,50.95,0
Line-3,주간,12.0,24.4,29.1,53.3,104.88,200.77,44.33,0
Line-2,야간,10.0,31.9,24.9,54.5,80.97,211.12,46.19,0
Line-2,야간,11.0,33.6,21.5,46.0,112.67,177.6,54.73,0
Line-1,주간,3.0,27.2,22.8,26.3,115.74,190.2,50.76,0
Line-2,야간,4.0,34.0,22.8,79.3,110.7,197.34,54.19,0
Line-2,야간,8.0,25.7,20.5,42.0,101.62,213.12,41.46,0
Line-1,주간,2.0,30.7,25.7,49.7,91.42,255.09,47.88,0
Line-1,주간,1.0,34.6,24.3,62.2,104.79,248.09,47.67,0
Line-1,야간,12.0,36.5,30.3,70.8,86.25,199.37,53.85,0
Line-2,야간,10.0,38.1,30.3,53.0,86.6,172.46,45.1,0
Line-1,야간,6.0,25.8,27.3,39.0,91.17,187.3,54.57,0
Line-2,야간,7.0,34.9,26.4,60.5,113.9,188.73,45.11,0
Line-2,야간,4.0,33.3,28.3,75.5,110.97,198.91,46.18,0
Line-2,주간,,35.4,17.5,38.5,107.17,163.92,47.54,0
Line-2,야간,2.0,37.5,21.9,53.2,103.34,215.35,47.27,0
Line-3,주간,11.0,27.8,24.7,66.8,97.11,173.58,56.04,0
Line-2,주간,7.0,32.8,26.3,25.7,105.16,177.99,51.38,0
Line-1,주간,3.0,33.3,22.2,27.9,115.74,202.9,50.71,0
Line-1,주간,12.0,34.6,29.0,64.0,113.53,206.83,50.21,0
Line-2,야간,12.0,30.4,24.3,49.5,89.49,209.98,53.23,0
Line-2,주간,1.0,20.6,26.2,54.2,91.02,213.1,53.29,0
Line-1,주간,3.0,37.6,25.7,34.9,93.9,192.37,47.13,0
Line-1,주간,3.0,22.2,24.6,46.8,100.27,227.62,46.09,0
Line-1,주간,10.0,26.5,20.1,57.2,121.71,194.87,53.94,0
Line-2,주간,8.0,23.4,22.1,42.6,107.52,199.73,51.48,0
Line-1,주간,9.0,24.9,29.8,62.4,89.49,147.74,50.69,0
Line-2,주간,2.0,22.6,21.4,51.5,112.31,206.26,54.15,0
Line-1,주간,5.0,31.9,27.3,24.5,98.13,180.41,48.91,0
Line-2,야간,13.0,27.9,26.4,38.3,97.86,179.8,52.15,0
Line-1,야간,,21.4,28.0,48.5,93.59,195.15,57.42,0
Line-2,야간,9.0,28.9,31.0,39.5,105.61,183.27,53.68,0
Line-2,야간,10.0,32.0,18.2,47.4,97.63,179.62,42.15,0
Line-2,야간,5.0,29.9,28.7,61.5,103.6,170.59,45.54,0
Line-3,야간,0.0,34.2,26.0,64.5,93.22,190.35,53.54,0
Line-1,주간,1.0,29.3,27.4,34.8,106.73,182.97,56.41,0
Line-3,야간,0.0,37.7,33.9,51.9,89.49,174.06,54.89,1
Line-2,주간,9.0,39.0,26.6,58.0,113.98,206.17,44.73,0
Line-1,야간,8.0,31.9,25.7,50.7,99.43,204.24,57.28,0
Line-1,야간,7.0,25.7,23.4,50.3,106.72,217.02,49.22,0
Line-2,야간,12.0,30.6,27.3,59.1,106.45,203.97,54.57,0
Line-1,야간,8.0,30.2,29.8,35.9,88.08,168.32,47.16,0
Line-2,야간,2.0,36.6,21.7,63.3,103.92,176.11,55.94,0
Line-3,주간,8.0,31.5,25.4,42.0,86.17,183.45,47.36,0
Line-2,주간,11.0,,27.2,48.0,101.12,198.99,59.74,0
Line-1,야간,1.0,30.3,26.6,53.0,98.85,203.47,57.58,0
Line-1,야간,4.0,35.7,24.5,48.7,113.15,188.18,53.42,0
Line-1,주간,9.0,30.6,29.2,43.7,92.97,185.59,56.82,0
Line-2,주간,0.0,30.4,24.9,52.0,104.2,195.59,44.13,0
Line-2,야간,1.0,30.9,26.4,50.7,93.57,156.93,55.24,0
Line-2,야간,6.0,34.4,17.8,32.0,112.53,207.02,48.88,0
Line-1,야간,15.0,26.5,29.7,59.2,99.92,177.62,53.54,0
Line-2,야간,3.0,28.0,26.5,57.9,108.92,230.7,46.35,0
Line-1,주간,,29.3,26.4,45.6,99.85,194.34,56.79,0
Line-3,야간,9.0,35.7,28.5,47.9,112.43,180.13,58.59,0
Line-2,주간,0.0,30.9,23.2,32.2,87.4,216.23,60.52,0
Line-3,주간,5.0,28.6,21.5,64.5,100.04,177.36,50.01,0
Line-2,야간,12.0,25.3,21.8,59.5,98.25,191.78,43.64,0
Line-3,주간,15.0,25.6,21.9,51.9,107.22,204.96,51.45,0
Line-2,야간,3.0,31.4,24.3,50.0,94.01,220.85,45.14,0
Line-3,야간,4.0,34.6,23.2,52.0,110.6,207.13,44.73,0
Line-1,주간,1.0,35.2,27.5,69.4,105.26,216.26,46.97,0
Line-2,야간,9.0,29.7,21.6,75.9,107.61,240.21,45.1,0
Line-1,야간,10.0,18.8,25.6,36.0,106.44,208.55,46.7,0
Line-1,야간,9.0,18.6,25.1,36.3,91.79,171.93,44.61,0
Line-1,야간,1.0,28.1,24.2,51.9,87.99,203.65,52.47,0
Line-3,야간,7.0,43.9,28.5,40.6,95.85,221.15,56.85,0
Line-3,야간,10.0,32.9,23.9,58.6,105.41,189.05,53.72,0
Line-2,야간,5.0,27.3,25.2,67.2,100.89,226.12,55.82,0
Line-1,야간,15.0,23.2,28.9,53.2,91.45,194.34,43.5,0
Line-3,주간,15.0,34.1,29.2,46.2,106.46,212.25,59.38,0
Line-3,야간,12.0,28.5,26.5,51.9,114.13,188.97,48.59,0
Line-2,주간,0.0,31.4,29.3,58.1,94.28,172.85,52.66,0
Line-1,야간,8.0,20.8,25.1,58.7,97.87,182.81,57.62,0
Line-1,야간,7.0,28.4,29.3,63.4,105.11,205.66,46.56,0
Line-2,야간,13.0,33.1,25.8,61.8,103.15,208.4,44.97,0
Line-3,주간,8.0,23.8,22.3,53.9,117.15,233.34,40.15,0
Line-2,주간,11.0,26.0,22.9,36.9,107.19,218.32,56.78,0
Line-1,주간,,33.8,24.2,40.0,91.14,240.95,50.79,0
Line-1,주간,9.0,29.8,29.2,43.6,96.02,209.38,52.13,0
Line-3,야간,12.0,20.6,20.4,50.7,110.74,163.43,55.1,0
Line-1,주간,0.0,26.5,22.1,55.9,117.73,204.65,41.54,0
Line-1,야간,8.0,28.8,26.9,28.9,112.74,205.51,44.73,0
Line-1,야간,14.0,36.5,28.5,53.3,91.01,203.74,52.62,0
Line-1,야간,14.0,36.0,19.4,49.5,97.87,233.41,55.5,0
Line-3,주간,3.0,40.8,26.4,59.8,89.18,230.19,50.63,0
Line-2,주간,5.0,32.7,25.9,49.8,95.48,194.74,43.03,0
Line-2,주간,4.0,29.9,27.7,53.8,88.98,207.34,53.95,0
Line-2,주간,10.0,30.3,27.2,33.4,103.53,198.48,49.58,0
Line-1,주간,15.0,27.5,28.1,47.2,110.74,204.98,50.84,0
Line-3,야간,4.0,27.5,18.9,60.6,88.3,190.78,46.71,0
Line-2,주간,1.0,24.3,26.1,63.4,104.39,204.64,57.66,0
Line-3,주간,8.0,32.4,23.7,47.4,89.49,200.09,56.15,0
Line-3,주간,10.0,28.3,20.0,48.1,109.9,189.8,55.59,0
Line-3,주간,8.0,20.6,20.5,56.2,117.67,217.26,50.31,0
Line-1,야간,1.0,30.4,28.8,64.0,91.13,200.79,44.73,0
Line-2,주간,6.0,31.3,24.4,44.3,107.51,202.81,51.4,0
Line-2,야간,12.0,38.4,28.7,50.5,100.22,217.14,44.73,0
Line-3,주간,8.0,29.6,28.5,67.0,120.22,178.64,52.53,0
Line-2,야간,12.0,31.8,24.4,49.4,88.5,189.95,46.4,0
Line-3,야간,12.0,24.6,22.9,50.5,118.66,203.73,44.76,0
Line-1,야간,2.0,20.7,26.3,40.6,103.93,175.68,56.84,0
Line-2,야간,11.0,33.8,27.1,57.4,92.23,174.96,42.07,0
Line-2,야간,4.0,40.8,20.7,71.1,112.6,205.64,49.98,0
Line-3,야간,9.0,37.1,24.6,50.6,99.67,184.17,44.73,0
Line-3,야간,13.0,,30.3,42.9,91.52,174.27,51.76,0
Line-2,야간,5.0,,26.5,51.8,109.58,216.45,57.3,0
Line-3,야간,9.0,25.0,24.2,48.6,102.16,194.44,44.73,0
Line-2,야간,10.0,22.6,28.6,41.2,99.54,198.75,49.83,0
Line-2,야간,13.0,34.8,31.0,57.4,105.24,224.1,50.16,0
Line-1,주간,9.0,16.8,25.4,26.7,112.63,224.08,49.86,0
Line-3,주간,15.0,23.7,23.7,38.5,89.49,226.67,48.28,0
Line-3,주간,9.0,24.6,30.7,56.7,93.77,221.66,51.58,0
Line-3,주간,12.0,24.8,26.4,52.6,109.26,197.84,45.75,0
Line-1,야간,12.0,28.6,23.9,60.7,90.49,200.33,47.44,0
Line-3,야간,5.0,34.5,26.7,48.0,95.64,190.31,52.89,0
Line-3,야간,8.0,33.5,25.9,68.8,98.32,217.6,57.12,0
