tenure_months,contract_type,payment_method,internet_service,monthly_charge,total_charges,data_usage_gb,support_calls,addon_services,churn
22.0,무약정,지류,기가,25849.0,616497.0,100.0,2.0,1.0,1
41.0,,자동이체,미사용,91913.0,3127705.0,423.0,5.0,0.0,0
70.0,2년,지류,미사용,145480.0,9674486.0,123.0,3.0,5.0,0
48.0,2년,자동이체,기가,89758.0,4089581.0,,7.0,3.0,0
7.0,무약정,자동이체,기가,51520.0,376661.0,359.0,3.0,3.0,1
52.0,2년,신용카드,기가,108254.0,6576108.0,310.0,5.0,1.0,0
12.0,무약정,신용카드,미사용,73814.0,976857.0,109.0,4.0,2.0,1
50.0,1년,자동이체,광랜,95287.0,4089583.0,497.0,8.0,1.0,1
45.0,무약정,자동이체,광랜,144600.0,7583981.0,218.0,7.0,1.0,1
33.0,1년,신용카드,기가,29664.0,1109969.0,405.0,10.0,3.0,1
34.0,2년,지류,미사용,47455.0,1599821.0,142.0,10.0,1.0,0
,1년,신용카드,기가,89785.0,5950063.0,,7.0,5.0,0
53.0,1년,신용카드,미사용,140239.0,6402993.0,249.0,10.0,3.0,1
21.0,무약정,신용카드,광랜,34797.0,830722.0,110.0,6.0,0.0,1
49.0,1년,자동이체,광랜,118009.0,6359351.0,440.0,5.0,4.0,0
3.0,2년,신용카드,미사용,40849.0,127414.0,238.0,0.0,4.0,0
27.0,2년,신용카드,기가,21859.0,497425.0,372.0,5.0,3.0,0
,무약정,자동이체,기가,97285.0,6400447.0,330.0,0.0,1.0,1
,1년,자동이체,기가,94903.0,1873969.0,,3.0,4.0,1
54.0,무약정,신용카드,광랜,118738.0,7021104.0,382.0,4.0,2.0,1
26.0,1년,자동이체,광랜,140380.0,3271218.0,449.0,8.0,3.0,1
45.0,무약정,자동이체,미사용,104310.0,3921851.0,295.0,9.0,,1
20.0,무약정,신용카드,미사용,90411.0,1656594.0,94.0,4.0,3.0,1
52.0,무약정,지류,기가,57952.0,2529000.0,341.0,9.0,4.0,1
20.0,무약정,지류,미사용,,2283639.0,84.0,1.0,3.0,1
8.0,무약정,지류,광랜,96585.0,841208.0,425.0,4.0,1.0,1
57.0,2년,신용카드,광랜,27327.0,1858012.0,51.0,10.0,1.0,0
29.0,무약정,지류,미사용,,3225915.0,285.0,9.0,2.0,1
61.0,2년,지류,미사용,30664.0,1608736.0,454.0,6.0,5.0,0
70.0,무약정,자동이체,기가,99861.0,8367884.0,408.0,2.0,,0
70.0,1년,신용카드,기가,126604.0,8636472.0,407.0,3.0,5.0,0
69.0,무약정,지류,기가,91348.0,6420601.0,464.0,6.0,5.0,1
18.0,무약정,자동이체,기가,79867.0,1374440.0,203.0,9.0,5.0,1
40.0,2년,자동이체,미사용,82750.0,3391524.0,434.0,6.0,4.0,0
14.0,1년,자동이체,광랜,81147.0,1124584.0,172.0,3.0,5.0,1
38.0,2년,지류,기가,93185.0,3768315.0,433.0,2.0,0.0,0
30.0,1년,지류,기가,118471.0,4134576.0,18.0,10.0,1.0,1
36.0,1년,지류,미사용,59217.0,2444802.0,466.0,0.0,2.0,0
22.0,2년,자동이체,광랜,105745.0,2721585.0,70.0,7.0,4.0,1
,1년,자동이체,광랜,62088.0,1995690.0,184.0,8.0,0.0,1
35.0,무약정,지류,미사용,112439.0,4439702.0,297.0,5.0,5.0,1
43.0,,지류,미사용,137458.0,5696482.0,439.0,7.0,1.0,1
29.0,무약정,신용카드,미사용,110666.0,2869065.0,104.0,9.0,0.0,1
16.0,무약정,자동이체,광랜,55963.0,1010351.0,155.0,1.0,4.0,1
71.0,2년,자동이체,기가,36940.0,3097240.0,206.0,0.0,5.0,0
34.0,무약정,신용카드,기가,113690.0,4368929.0,38.0,4.0,0.0,1
18.0,1년,,미사용,21512.0,413167.0,62.0,3.0,1.0,1
68.0,2년,지류,미사용,48898.0,3776160.0,111.0,1.0,5.0,0
9.0,무약정,신용카드,광랜,122349.0,933652.0,73.0,10.0,1.0,1
3.0,무약정,신용카드,미사용,85708.0,232077.0,455.0,9.0,1.0,1
68.0,2년,신용카드,,115186.0,6800854.0,144.0,2.0,3.0,0
48.0,무약정,자동이체,광랜,84905.0,3318569.0,495.0,9.0,3.0,1
21.0,2년,신용카드,기가,101063.0,2319903.0,496.0,8.0,2.0,1
41.0,무약정,지류,미사용,102596.0,,310.0,6.0,2.0,1
72.0,1년,지류,광랜,66493.0,5395108.0,437.0,0.0,1.0,0
2.0,2년,지류,기가,86623.0,196115.0,243.0,3.0,2.0,1
39.0,무약정,지류,광랜,75729.0,3158340.0,251.0,3.0,4.0,1
18.0,무약정,지류,미사용,145869.0,2398135.0,136.0,4.0,5.0,1
46.0,무약정,신용카드,미사용,102580.0,5658213.0,182.0,4.0,0.0,1
17.0,무약정,신용카드,광랜,121157.0,1927284.0,238.0,0.0,3.0,1
1.0,2년,지류,광랜,50479.0,56676.0,99.0,2.0,0.0,1
62.0,무약정,자동이체,기가,46266.0,2552089.0,179.0,8.0,1.0,1
58.0,무약정,자동이체,미사용,145590.0,8739577.0,52.0,2.0,4.0,1
68.0,2년,지류,미사용,98101.0,7236785.0,42.0,2.0,3.0,0
4.0,무약정,자동이체,광랜,43436.0,160125.0,327.0,5.0,3.0,1
20.0,무약정,지류,기가,53020.0,1102763.0,277.0,1.0,1.0,1
45.0,2년,지류,기가,90574.0,3712658.0,151.0,3.0,4.0,0
64.0,2년,신용카드,기가,126959.0,9414140.0,394.0,8.0,2.0,0
31.0,2년,자동이체,광랜,33841.0,968839.0,146.0,4.0,1.0,0
25.0,,신용카드,기가,85932.0,2557334.0,233.0,8.0,3.0,1
19.0,1년,지류,미사용,136960.0,3064821.0,209.0,9.0,5.0,1
55.0,2년,신용카드,광랜,101763.0,6575337.0,,1.0,3.0,0
57.0,2년,자동이체,광랜,43094.0,2894550.0,250.0,10.0,0.0,0
66.0,1년,신용카드,미사용,101854.0,7359447.0,412.0,7.0,2.0,0
15.0,1년,,기가,136919.0,2212724.0,253.0,10.0,3.0,1
16.0,2년,자동이체,기가,108167.0,1507572.0,76.0,2.0,3.0,0
64.0,1년,신용카드,광랜,35703.0,2333179.0,190.0,4.0,1.0,0
2.0,2년,신용카드,미사용,22763.0,45169.0,323.0,3.0,4.0,0
12.0,무약정,지류,기가,79012.0,944542.0,289.0,3.0,4.0,1
10.0,2년,,미사용,72931.0,773906.0,421.0,,0.0,1
61.0,무약정,자동이체,미사용,112416.0,6498995.0,162.0,7.0,1.0,1
16.0,1년,신용카드,미사용,66032.0,975668.0,96.0,0.0,4.0,0
38.0,2년,신용카드,미사용,42128.0,1852713.0,74.0,2.0,2.0,0
36.0,,신용카드,광랜,90135.0,3216411.0,341.0,10.0,4.0,1
21.0,2년,자동이체,광랜,46560.0,986780.0,51.0,0.0,4.0,0
55.0,2년,지류,광랜,44694.0,2913951.0,215.0,5.0,3.0,0
65.0,1년,신용카드,미사용,85250.0,4763584.0,495.0,5.0,3.0,0
47.0,2년,자동이체,광랜,32717.0,1316166.0,63.0,0.0,4.0,0
61.0,2년,신용카드,기가,149278.0,8009127.0,231.0,8.0,0.0,0
53.0,1년,지류,기가,30985.0,1583802.0,130.0,3.0,3.0,0
37.0,1년,신용카드,미사용,102965.0,3331237.0,48.0,3.0,1.0,1
67.0,1년,지류,미사용,100387.0,5527647.0,19.0,6.0,2.0,1
54.0,무약정,신용카드,미사용,119272.0,5432880.0,182.0,4.0,5.0,1
58.0,무약정,자동이체,광랜,98527.0,4912801.0,198.0,6.0,0.0,1
9.0,1년,자동이체,미사용,144593.0,1063070.0,35.0,4.0,5.0,1
44.0,무약정,지류,기가,124653.0,6140222.0,385.0,10.0,0.0,1
6.0,2년,자동이체,기가,66518.0,410321.0,446.0,1.0,3.0,0
64.0,1년,자동이체,기가,78798.0,4132698.0,164.0,10.0,2.0,0
41.0,무약정,자동이체,광랜,60843.0,2160880.0,99.0,0.0,4.0,0
39.0,무약정,자동이체,기가,128682.0,4717847.0,115.0,5.0,5.0,1
46.0,2년,지류,미사용,65690.0,3143564.0,372.0,0.0,4.0,0
9.0,,지류,기가,75329.0,627617.0,240.0,4.0,3.0,1
32.0,1년,신용카드,기가,130717.0,4768228.0,384.0,0.0,3.0,1
14.0,무약정,자동이체,광랜,118998.0,1539805.0,270.0,10.0,5.0,1
,무약정,자동이체,기가,130937.0,7642141.0,378.0,,2.0,1
28.0,1년,신용카드,광랜,115279.0,3069957.0,397.0,9.0,2.0,1
65.0,무약정,자동이체,미사용,148473.0,11531057.0,195.0,5.0,3.0,1
21.0,,자동이체,미사용,149692.0,3127438.0,219.0,0.0,1.0,1
31.0,무약정,지류,미사용,114008.0,2872304.0,287.0,4.0,5.0,1
30.0,1년,자동이체,미사용,45685.0,1597170.0,,8.0,5.0,1
18.0,,지류,광랜,149494.0,3053282.0,397.0,0.0,2.0,1
12.0,2년,지류,,147652.0,1617905.0,,0.0,0.0,1
51.0,1년,지류,기가,82159.0,4262609.0,468.0,0.0,5.0,0
39.0,2년,지류,기가,135533.0,,128.0,7.0,2.0,1
36.0,무약정,신용카드,미사용,21581.0,764395.0,35.0,9.0,0.0,1
56.0,2년,자동이체,기가,109795.0,5952547.0,37.0,9.0,1.0,0
49.0,1년,자동이체,기가,89071.0,3935082.0,207.0,4.0,1.0,0
30.0,2년,지류,기가,99132.0,3292420.0,386.0,4.0,1.0,1
72.0,1년,신용카드,미사용,58377.0,3625829.0,410.0,8.0,5.0,0
55.0,1년,신용카드,광랜,145891.0,7737307.0,342.0,3.0,2.0,1
34.0,2년,자동이체,미사용,78656.0,2363630.0,413.0,10.0,0.0,1
59.0,무약정,지류,기가,32848.0,1853617.0,425.0,3.0,3.0,0
14.0,무약정,지류,미사용,124693.0,1523322.0,237.0,6.0,5.0,1
40.0,1년,자동이체,광랜,130583.0,5227796.0,239.0,9.0,3.0,1
18.0,2년,지류,,86773.0,1432223.0,53.0,7.0,4.0,1
65.0,2년,지류,기가,55936.0,3518258.0,47.0,6.0,3.0,0
29.0,2년,자동이체,미사용,80698.0,2314768.0,74.0,6.0,1.0,1
28.0,,신용카드,기가,112877.0,3126613.0,361.0,4.0,4.0,0
32.0,2년,자동이체,광랜,118949.0,3365484.0,62.0,6.0,1.0,1
72.0,2년,자동이체,광랜,118394.0,9861846.0,316.0,10.0,,1
57.0,무약정,지류,미사용,49226.0,2388533.0,124.0,10.0,5.0,1
24.0,1년,신용카드,미사용,105603.0,3040155.0,151.0,8.0,2.0,1
26.0,2년,신용카드,기가,29503.0,754595.0,216.0,9.0,0.0,0
37.0,,,기가,85120.0,3217006.0,281.0,8.0,3.0,1
54.0,2년,자동이체,기가,76334.0,3546603.0,30.0,9.0,4.0,0
13.0,1년,지류,기가,38565.0,501433.0,181.0,9.0,2.0,1
31.0,2년,지류,광랜,32239.0,896477.0,17.0,0.0,0.0,0
37.0,무약정,신용카드,광랜,51419.0,2016110.0,441.0,7.0,3.0,1
8.0,1년,자동이체,기가,82610.0,552301.0,475.0,8.0,3.0,1
17.0,2년,지류,광랜,99909.0,1546609.0,114.0,7.0,1.0,1
33.0,2년,자동이체,광랜,49048.0,1392309.0,252.0,4.0,3.0,0
55.0,1년,지류,광랜,92280.0,4216214.0,370.0,3.0,4.0,1
53.0,1년,자동이체,광랜,87251.0,,44.0,9.0,5.0,1
26.0,2년,신용카드,광랜,87636.0,2568749.0,121.0,3.0,1.0,0
49.0,1년,자동이체,기가,118604.0,6928763.0,392.0,6.0,5.0,1
51.0,2년,지류,미사용,40011.0,1793364.0,342.0,3.0,5.0,0
16.0,2년,지류,기가,45156.0,748316.0,458.0,2.0,5.0,0
21.0,무약정,지류,광랜,,1489427.0,432.0,9.0,3.0,1
9.0,1년,지류,기가,56638.0,595622.0,130.0,0.0,3.0,1
50.0,,신용카드,미사용,47886.0,2770818.0,395.0,2.0,3.0,0
,무약정,신용카드,기가,116750.0,6104712.0,169.0,9.0,4.0,1
24.0,무약정,신용카드,광랜,76969.0,1940306.0,465.0,3.0,4.0,1
55.0,무약정,자동이체,광랜,115106.0,6928906.0,119.0,5.0,0.0,1
36.0,1년,신용카드,미사용,102453.0,4068845.0,167.0,1.0,,1
14.0,무약정,지류,광랜,57205.0,683661.0,202.0,7.0,0.0,1
31.0,무약정,지류,미사용,118955.0,3090102.0,66.0,0.0,0.0,1
,1년,자동이체,미사용,58186.0,1724354.0,135.0,8.0,4.0,1
30.0,2년,자동이체,기가,33314.0,1069543.0,104.0,9.0,5.0,0
5.0,2년,지류,,49422.0,237097.0,23.0,4.0,0.0,1
5.0,1년,신용카드,광랜,81674.0,364556.0,409.0,5.0,5.0,1
72.0,,자동이체,기가,38979.0,3216155.0,304.0,7.0,4.0,0
13.0,2년,지류,기가,85907.0,994208.0,197.0,0.0,5.0,1
,2년,신용카드,기가,139470.0,9884032.0,,10.0,1.0,1
9.0,무약정,자동이체,기가,103461.0,817603.0,123.0,5.0,1.0,1
,1년,자동이체,기가,92123.0,1231100.0,26.0,0.0,0.0,1
3.0,1년,신용카드,기가,25287.0,66560.0,346.0,5.0,3.0,1
67.0,1년,신용카드,광랜,76038.0,,297.0,3.0,4.0,0
48.0,1년,지류,광랜,71557.0,3026394.0,452.0,2.0,3.0,1
7.0,무약정,신용카드,광랜,41851.0,338711.0,38.0,5.0,3.0,1
26.0,2년,신용카드,미사용,91975.0,2306251.0,46.0,5.0,5.0,0
7.0,2년,신용카드,미사용,38506.0,270545.0,340.0,1.0,4.0,0
54.0,무약정,신용카드,광랜,61228.0,3054927.0,254.0,9.0,0.0,1
52.0,무약정,신용카드,기가,89013.0,4493435.0,184.0,4.0,1.0,1
51.0,1년,신용카드,기가,74031.0,3314646.0,301.0,7.0,3.0,1
58.0,2년,,기가,59832.0,3836960.0,464.0,2.0,5.0,0
67.0,무약정,자동이체,광랜,101402.0,5965598.0,194.0,4.0,5.0,1
41.0,1년,지류,광랜,86526.0,3292384.0,117.0,1.0,4.0,1
72.0,무약정,자동이체,미사용,38135.0,2321305.0,125.0,8.0,5.0,0
55.0,2년,신용카드,광랜,70640.0,3806338.0,,5.0,5.0,0
17.0,2년,지류,기가,33373.0,545249.0,357.0,3.0,5.0,0
12.0,2년,자동이체,광랜,25699.0,339678.0,420.0,2.0,3.0,0
57.0,2년,지류,미사용,51377.0,2846600.0,325.0,5.0,1.0,0
62.0,2년,신용카드,미사용,37749.0,2415519.0,61.0,10.0,5.0,0
55.0,1년,자동이체,미사용,123674.0,6248731.0,153.0,8.0,5.0,1
59.0,무약정,신용카드,기가,60948.0,2939956.0,99.0,2.0,3.0,0
46.0,2년,자동이체,광랜,29196.0,1197667.0,457.0,5.0,3.0,0
50.0,2년,신용카드,미사용,36580.0,2107715.0,72.0,4.0,0.0,0
5.0,1년,자동이체,기가,127958.0,681165.0,92.0,2.0,4.0,1
,무약정,자동이체,광랜,53891.0,,114.0,0.0,2.0,0
72.0,1년,신용카드,광랜,33890.0,2280320.0,263.0,8.0,2.0,0
13.0,1년,지류,기가,20285.0,214267.0,113.0,1.0,0.0,1
23.0,1년,지류,미사용,105867.0,2570963.0,302.0,8.0,3.0,1
5.0,1년,신용카드,미사용,23955.0,107131.0,493.0,8.0,5.0,1
65.0,2년,자동이체,광랜,137372.0,9687497.0,167.0,1.0,0.0,0
43.0,,신용카드,미사용,89099.0,3334040.0,446.0,10.0,1.0,1
25.0,2년,지류,미사용,91147.0,2074647.0,404.0,4.0,2.0,1
,1년,자동이체,미사용,105979.0,4349968.0,469.0,1.0,3.0,0
57.0,무약정,자동이체,미사용,136389.0,8425157.0,448.0,6.0,1.0,1
49.0,2년,자동이체,미사용,86448.0,4326690.0,479.0,10.0,2.0,0
15.0,1년,자동이체,미사용,96171.0,1723729.0,265.0,7.0,1.0,1
66.0,2년,지류,미사용,137179.0,7809666.0,69.0,6.0,,1
9.0,2년,지류,,90064.0,883488.0,199.0,,4.0,1
70.0,무약정,자동이체,미사용,60722.0,4237918.0,,7.0,5.0,1
4.0,2년,지류,광랜,105376.0,383244.0,347.0,2.0,1.0,1
67.0,,자동이체,광랜,108204.0,7562678.0,365.0,3.0,3.0,0
20.0,2년,신용카드,기가,130850.0,2217394.0,108.0,6.0,3.0,1
15.0,2년,신용카드,미사용,91311.0,1184729.0,465.0,4.0,0.0,1
9.0,무약정,신용카드,미사용,137680.0,1218184.0,452.0,10.0,3.0,1
43.0,무약정,자동이체,광랜,42373.0,1514353.0,214.0,0.0,3.0,0
4.0,무약정,자동이체,미사용,139358.0,485735.0,46.0,10.0,1.0,1
67.0,무약정,신용카드,광랜,117336.0,6686651.0,352.0,2.0,5.0,0
43.0,2년,신용카드,미사용,149714.0,6929857.0,133.0,0.0,4.0,0
64.0,1년,신용카드,미사용,30480.0,1817323.0,215.0,9.0,2.0,0
24.0,1년,자동이체,기가,145462.0,3861474.0,65.0,2.0,5.0,1
2.0,1년,자동이체,미사용,106701.0,228650.0,476.0,1.0,0.0,1
44.0,2년,지류,광랜,104454.0,4902952.0,498.0,9.0,0.0,1
49.0,2년,자동이체,광랜,89847.0,5008381.0,113.0,8.0,5.0,0
16.0,1년,신용카드,기가,42847.0,734926.0,70.0,0.0,,1
12.0,2년,자동이체,광랜,107942.0,1325010.0,388.0,,4.0,1
61.0,무약정,자동이체,기가,75557.0,4907150.0,446.0,1.0,2.0,0
5.0,1년,자동이체,기가,27007.0,128558.0,321.0,1.0,5.0,0
9.0,무약정,지류,광랜,132566.0,1261081.0,151.0,8.0,3.0,1
46.0,2년,지류,광랜,121612.0,4842632.0,238.0,3.0,3.0,0
4.0,1년,지류,미사용,56423.0,240251.0,,6.0,3.0,1
33.0,1년,신용카드,광랜,77819.0,,444.0,9.0,,1
24.0,1년,자동이체,기가,20329.0,507799.0,148.0,1.0,2.0,0
52.0,2년,자동이체,미사용,45187.0,2310237.0,190.0,1.0,2.0,0
65.0,2년,신용카드,기가,26413.0,1499761.0,11.0,9.0,0.0,0
12.0,무약정,신용카드,기가,69310.0,736095.0,68.0,7.0,5.0,1
40.0,무약정,신용카드,미사용,136670.0,5745225.0,262.0,8.0,1.0,1
32.0,2년,지류,광랜,147817.0,4690215.0,24.0,5.0,3.0,1
62.0,무약정,지류,미사용,36818.0,1929097.0,449.0,0.0,0.0,0
52.0,2년,신용카드,광랜,146569.0,7655518.0,317.0,2.0,0.0,0
36.0,1년,신용카드,광랜,47791.0,1705217.0,63.0,3.0,4.0,0
65.0,2년,지류,미사용,37033.0,2682883.0,27.0,1.0,5.0,0
24.0,무약정,신용카드,기가,86113.0,1953867.0,300.0,10.0,3.0,1
20.0,2년,신용카드,광랜,79537.0,1887055.0,454.0,0.0,5.0,0
64.0,2년,자동이체,광랜,117849.0,7047220.0,205.0,9.0,0.0,1
58.0,무약정,지류,광랜,149668.0,7049779.0,222.0,1.0,2.0,1
59.0,2년,,미사용,83012.0,4143877.0,120.0,8.0,4.0,0
68.0,1년,신용카드,,146513.0,9797623.0,345.0,2.0,3.0,1
55.0,2년,지류,광랜,59076.0,3748108.0,92.0,2.0,3.0,0
72.0,무약정,지류,미사용,120579.0,,434.0,2.0,1.0,1
23.0,1년,자동이체,기가,90290.0,2269515.0,,7.0,3.0,1
60.0,무약정,신용카드,광랜,60907.0,4312346.0,282.0,5.0,3.0,1
44.0,2년,자동이체,기가,24279.0,1230148.0,37.0,0.0,0.0,0
61.0,1년,신용카드,기가,88486.0,4614805.0,69.0,3.0,5.0,0
31.0,2년,신용카드,미사용,142897.0,4079526.0,315.0,0.0,1.0,0
38.0,,자동이체,광랜,144564.0,5046990.0,238.0,6.0,1.0,1
8.0,2년,자동이체,기가,27980.0,237859.0,37.0,9.0,1.0,1
3.0,무약정,신용카드,광랜,24341.0,67605.0,313.0,8.0,3.0,1
61.0,2년,지류,광랜,142719.0,7063940.0,413.0,1.0,2.0,0
64.0,1년,지류,광랜,113910.0,,337.0,6.0,4.0,1
47.0,2년,신용카드,미사용,,1499789.0,430.0,5.0,3.0,0
24.0,1년,자동이체,기가,30208.0,813596.0,27.0,8.0,3.0,1
24.0,1년,신용카드,기가,88920.0,1833924.0,13.0,4.0,2.0,1
56.0,1년,지류,기가,55886.0,,194.0,9.0,5.0,0
54.0,무약정,신용카드,광랜,116355.0,6844735.0,467.0,0.0,1.0,1
53.0,2년,자동이체,,52980.0,3136789.0,105.0,1.0,2.0,0
49.0,2년,자동이체,기가,60829.0,2406838.0,386.0,0.0,1.0,0
24.0,무약정,자동이체,광랜,58414.0,1419034.0,76.0,6.0,2.0,1
5.0,2년,자동이체,미사용,28344.0,147672.0,129.0,1.0,5.0,0
3.0,,신용카드,광랜,124586.0,405085.0,491.0,9.0,4.0,1
57.0,1년,신용카드,기가,,4188903.0,332.0,3.0,2.0,0
29.0,2년,자동이체,기가,114484.0,2696433.0,217.0,8.0,3.0,1
,무약정,자동이체,광랜,128307.0,8650150.0,152.0,9.0,2.0,1
46.0,1년,지류,미사용,67779.0,3659783.0,12.0,3.0,1.0,1
72.0,무약정,자동이체,광랜,145530.0,8416955.0,472.0,9.0,,1
69.0,2년,지류,광랜,132599.0,8811635.0,282.0,7.0,3.0,1
68.0,무약정,자동이체,미사용,126345.0,10116789.0,499.0,4.0,4.0,1
47.0,2년,자동이체,광랜,142533.0,7267478.0,407.0,6.0,4.0,1
72.0,2년,자동이체,광랜,94885.0,7980447.0,,5.0,,0
13.0,무약정,지류,기가,125350.0,1738135.0,184.0,8.0,5.0,1
44.0,1년,신용카드,광랜,147323.0,7693700.0,162.0,8.0,4.0,1
31.0,1년,신용카드,광랜,58992.0,2078296.0,194.0,3.0,1.0,1
33.0,무약정,신용카드,광랜,60425.0,2230343.0,218.0,5.0,4.0,1
12.0,1년,자동이체,미사용,145467.0,1644742.0,245.0,5.0,1.0,1
71.0,2년,자동이체,미사용,58399.0,3549612.0,96.0,2.0,1.0,0
30.0,,자동이체,기가,104700.0,3151170.0,367.0,0.0,,0
59.0,무약정,지류,기가,131425.0,8877720.0,,0.0,3.0,1
41.0,2년,지류,기가,64064.0,2524239.0,139.0,3.0,5.0,0
21.0,2년,신용카드,기가,134709.0,2548164.0,460.0,1.0,3.0,1
37.0,무약정,지류,광랜,139433.0,5467757.0,337.0,0.0,3.0,1
58.0,무약정,자동이체,광랜,,7022231.0,128.0,9.0,1.0,1
45.0,무약정,자동이체,광랜,112430.0,4890689.0,155.0,6.0,5.0,1
49.0,2년,지류,광랜,75245.0,2979669.0,,3.0,0.0,0
36.0,무약정,자동이체,기가,28541.0,1061353.0,338.0,5.0,2.0,1
64.0,무약정,지류,미사용,121904.0,8259214.0,13.0,6.0,0.0,1
16.0,2년,지류,광랜,132123.0,1933898.0,,7.0,3.0,1
1.0,2년,지류,미사용,,42204.0,431.0,4.0,3.0,1
,1년,지류,기가,66950.0,838444.0,26.0,2.0,1.0,1
,무약정,지류,기가,140452.0,2733460.0,243.0,0.0,1.0,1
5.0,무약정,지류,미사용,121414.0,615644.0,436.0,5.0,1.0,1
71.0,무약정,신용카드,기가,147418.0,9311883.0,294.0,3.0,4.0,1
43.0,1년,지류,광랜,98442.0,4837433.0,500.0,0.0,4.0,1
19.0,1년,지류,광랜,36725.0,605291.0,282.0,8.0,2.0,1
32.0,1년,신용카드,기가,,2291773.0,477.0,0.0,2.0,1
5.0,2년,지류,광랜,81238.0,397929.0,392.0,6.0,3.0,1
30.0,1년,지류,미사용,147250.0,4476366.0,414.0,6.0,2.0,1
15.0,1년,신용카드,미사용,23775.0,390691.0,488.0,4.0,1.0,1
42.0,2년,지류,기가,91894.0,4117321.0,384.0,3.0,1.0,0
69.0,1년,자동이체,광랜,38504.0,2139678.0,34.0,7.0,5.0,0
39.0,2년,자동이체,기가,101860.0,4707515.0,,6.0,5.0,0
65.0,무약정,신용카드,미사용,143740.0,8638295.0,222.0,1.0,0.0,1
36.0,2년,지류,기가,58969.0,1874975.0,371.0,10.0,4.0,1
8.0,2년,신용카드,기가,143986.0,1285415.0,449.0,9.0,1.0,1
30.0,2년,자동이체,미사용,65534.0,2030551.0,12.0,7.0,,0
34.0,2년,지류,광랜,65356.0,2569532.0,339.0,9.0,4.0,1
37.0,2년,신용카드,기가,45957.0,1960874.0,18.0,7.0,5.0,0
45.0,무약정,지류,미사용,123156.0,6618271.0,44.0,9.0,5.0,1
13.0,1년,신용카드,미사용,131336.0,1960113.0,255.0,7.0,5.0,1
44.0,무약정,신용카드,미사용,131812.0,6925782.0,330.0,3.0,1.0,1
9.0,1년,자동이체,광랜,78676.0,767828.0,152.0,10.0,2.0,1
57.0,1년,자동이체,기가,65463.0,4315638.0,354.0,3.0,4.0,0
13.0,1년,지류,기가,38045.0,494147.0,313.0,6.0,4.0,1
49.0,2년,지류,기가,54929.0,2722361.0,158.0,10.0,2.0,1
8.0,2년,신용카드,기가,131830.0,1090390.0,10.0,10.0,5.0,1
20.0,1년,지류,기가,110145.0,2493311.0,186.0,5.0,0.0,1
60.0,2년,지류,미사용,70229.0,5020443.0,58.0,4.0,5.0,0
21.0,2년,지류,기가,68001.0,1679011.0,113.0,10.0,3.0,1
53.0,1년,자동이체,광랜,117585.0,5887283.0,110.0,9.0,,1
1.0,2년,자동이체,광랜,126094.0,129513.0,179.0,3.0,4.0,1
,무약정,신용카드,미사용,100850.0,235132.0,59.0,1.0,0.0,1
12.0,2년,지류,미사용,100311.0,995792.0,71.0,9.0,4.0,1
19.0,무약정,자동이체,광랜,115908.0,2310148.0,232.0,8.0,5.0,1
29.0,무약정,자동이체,미사용,96729.0,2341231.0,432.0,3.0,4.0,1
20.0,,자동이체,기가,43021.0,873137.0,480.0,8.0,1.0,1
28.0,1년,,기가,86875.0,1964107.0,160.0,10.0,1.0,1
63.0,2년,신용카드,기가,46970.0,2841026.0,168.0,9.0,3.0,0
51.0,1년,신용카드,광랜,52826.0,3128743.0,326.0,0.0,4.0,0
42.0,1년,지류,광랜,25442.0,1042327.0,146.0,2.0,3.0,0
64.0,1년,자동이체,광랜,51610.0,3051525.0,146.0,10.0,0.0,0
5.0,2년,자동이체,기가,92623.0,548182.0,50.0,,1.0,1
28.0,2년,지류,미사용,149438.0,4496049.0,456.0,2.0,4.0,1
34.0,1년,신용카드,기가,66188.0,2092944.0,241.0,8.0,5.0,0
55.0,2년,지류,기가,83151.0,4392155.0,27.0,3.0,2.0,0
51.0,1년,자동이체,광랜,48438.0,2110028.0,185.0,5.0,4.0,0
3.0,2년,신용카드,기가,,357369.0,367.0,7.0,1.0,1
31.0,무약정,지류,미사용,94808.0,3497269.0,134.0,8.0,3.0,1
46.0,,자동이체,기가,50804.0,2160417.0,461.0,8.0,4.0,0
41.0,2년,신용카드,광랜,141899.0,5559124.0,365.0,2.0,4.0,1
70.0,1년,자동이체,기가,100446.0,5984050.0,265.0,2.0,3.0,0
27.0,2년,신용카드,미사용,40292.0,964277.0,147.0,1.0,3.0,0
47.0,무약정,자동이체,미사용,96420.0,4963672.0,364.0,3.0,3.0,1
23.0,1년,자동이체,미사용,72662.0,1470507.0,286.0,6.0,0.0,1
30.0,,자동이체,기가,73440.0,2326810.0,357.0,0.0,1.0,0
48.0,2년,신용카드,미사용,70234.0,2873072.0,132.0,5.0,5.0,0
49.0,2년,자동이체,기가,141162.0,6766624.0,90.0,9.0,4.0,1
67.0,무약정,신용카드,기가,115406.0,6878417.0,119.0,8.0,5.0,1
55.0,1년,지류,미사용,90359.0,4926317.0,473.0,5.0,3.0,0
61.0,2년,신용카드,미사용,122528.0,6639627.0,41.0,10.0,3.0,0
39.0,2년,지류,미사용,93769.0,3746067.0,362.0,1.0,0.0,1
49.0,2년,신용카드,광랜,142392.0,6768707.0,195.0,3.0,4.0,1
30.0,2년,신용카드,기가,23902.0,835393.0,70.0,1.0,1.0,0
53.0,1년,지류,기가,144343.0,6154119.0,51.0,,5.0,1
