고객ID,연령,성별,지역,가입기간,월요금,총요금,상담횟수,데이터사용량,계약유형,해지여부
C02046,19,여성,기타,3,55000,165000,5,5.2,약정없음,1
C02047,45,남성,서울,72,99900,7192800,1,60.1,2년약정,0
C02048,37,여성,경기,24,82100,1970400,2,30.5,1년약정,0
C02049,50,남성,,1,60500,60500,6,8.5,약정없음,1
C02050,24,여성,대구,36,40000,1440000,0,32.7,2년약정,0
C02051,33,남성,기타,8,78200,625600,3,14.2,약정없음,1
C02052,58,여성,서울,4,92500,370000,4,10.1,약정없음,1
C02053,42,남성,경기,48,110000,5280000,1,55.1,2년약정,0
C02054,29,여성,부산,15,55000,825000,2,22.4,1년약정,0
C02055,65,남성,대구,2,45000,,5,3.2,약정없음,1
C02056,38,여성,기타,55,88500,4867500,0,45.6,2년약정,0
C02057,21,남성,서울,6,62000,372000,3,15.2,약정없음,1
C02058,47,여성,경기,30,72300,2169000,1,33.1,1년약정,0
C02059,53,남성,부산,1,85000,85000,6,12.5,약정없음,1
C02060,31,여성,대구,5,42000,210000,2,14.5,약정없음,0
C02061,27,남성,기타,2,95000,190000,5,4.9,약정없음,1
C02062,44,여성,서울,12,68000,816000,2,18.9,1년약정,0
C02063,59,남성,경기,66,120000,7920000,1,62.1,2년약정,0
C02064,35,여성,부산,8,77500,620000,3,15.8,약정없음,1
C02065,22,남성,,4,58000,,4,8.1,약정없음,1
C02066,49,여성,기타,40,91000,3640000,0,35.2,2년약정,0
C02067,33,남성,서울,1,112000,112000,6,16.5,약정없음,1
C02068,61,여성,경기,55,83000,4565000,1,42.1,2년약정,0
C02069,26,남성,부산,10,49000,490000,2,18,약정없음,0
C02070,40,여성,대구,2,86000,172000,5,5.8,약정없음,1
C02071,52,남성,기타,24,62500,1500000,1,28.7,1년약정,0
C02072,30,여성,서울,3,75500,226500,5,7.1,약정없음,1
C02073,43,남성,경기,66,98000,6468000,1,58.3,2년약정,0
C02074,25,여성,부산,15,53000,795000,2,22.1,1년약정,0
C02075,57,남성,대구,1,48000,,4,2.5,약정없음,1
C02076,39,여성,기타,12,81000,972000,2,18,약정없음,0
C02077,64,남성,서울,70,105000,7350000,1,62.3,2년약정,0
C02078,34,여성,경기,4,67000,268000,3,11.2,약정없음,1
C02079,46,남성,부산,20,79000,1580000,1,24.1,1년약정,0
C02080,23,여성,대구,1,92000,92000,6,10.2,약정없음,1
C02081,51,남성,기타,42,88000,3696000,0,40.1,2년약정,0
C02082,28,여성,서울,6,54000,324000,3,13.2,약정없음,1
C02083,60,남성,경기,12,71000,852000,2,20.2,약정없음,0
C02084,36,여성,부산,1,102000,102000,6,15.2,약정없음,1
C02085,48,남성,대구,50,96000,,1,48.2,2년약정,0
C02086,19,여성,기타,2,40000,80000,4,5.1,약정없음,1
C02087,56,남성,서울,15,84500,1267500,2,21,1년약정,0
C02088,41,여성,경기,3,77000,231000,5,6.4,약정없음,1
C02089,32,남성,부산,24,60000,1440000,1,26.5,1년약정,0
C02090,67,여성,대구,1,46000,46000,5,1.8,약정없음,1
C02091,35,남성,기타,36,99000,3564000,0,33.4,2년약정,0
C02092,24,여성,서울,4,63500,254000,4,9.1,약정없음,1
C02093,54,남성,경기,20,72000,1440000,1,23.8,1년약정,0
C02094,42,여성,부산,1,115000,115000,6,13.5,약정없음,1
C02095,63,남성,대구,72,108000,,1,65.8,2년약정,0
C02096,29,여성,기타,10,56000,560000,2,18.9,약정없음,0
C02097,45,남성,서울,5,89000,445000,4,7.8,약정없음,1
C02098,37,여성,경기,24,81000,1944000,1,30.2,1년약정,0
C02099,50,남성,부산,3,67500,202500,5,4.9,약정없음,1
C02100,26,여성,대구,48,44000,2112000,0,32.7,2년약정,0
C02101,58,남성,기타,1,49500,49500,4,3.1,약정없음,1
C02102,33,여성,서울,12,79500,954000,2,16.4,약정없음,0
C02103,47,남성,경기,60,112500,6750000,1,57.1,2년약정,0
C02104,22,여성,부산,2,98000,196000,5,5.8,약정없음,1
C02105,66,남성,대구,15,83500,,2,22.4,1년약정,0
C02106,40,여성,기타,4,71500,286000,3,11.5,약정없음,1
C02107,53,남성,서울,24,65000,1560000,1,27.8,1년약정,0
C02108,31,여성,경기,1,107000,107000,6,9.2,약정없음,1
C02109,27,남성,부산,42,42500,1785000,0,35.2,2년약정,0
C02110,44,여성,대구,6,58500,351000,3,15.6,약정없음,1
C02111,59,남성,기타,12,73500,882000,2,19.2,약정없음,0
C02112,35,여성,서울,1,118000,118000,6,14.8,약정없음,1
C02113,22,남성,경기,55,94000,5170000,1,45.8,2년약정,0
C02114,49,여성,부산,8,82500,660000,3,13.2,약정없음,1
C02115,33,남성,대구,20,76000,,1,28.4,1년약정,0
C02116,61,여성,기타,2,91000,182000,5,6.1,약정없음,1
C02117,26,남성,서울,36,51000,1836000,0,30.5,1년약정,0
C02118,40,여성,경기,3,69500,208500,4,10.2,약정없음,1
C02119,52,남성,부산,15,86500,1297500,2,24.1,1년약정,0
C02120,30,여성,대구,1,120000,120000,6,16.4,약정없음,1
C02121,43,남성,기타,66,102000,6732000,1,55.9,2년약정,0
C02122,25,여성,서울,10,61000,610000,2,20.2,약정없음,0
C02123,57,남성,경기,5,94500,472500,4,8.5,약정없음,1
C02124,39,여성,부산,24,78500,1884000,1,32.8,1년약정,0
C02125,64,남성,대구,4,72000,,3,12.7,약정없음,1
C02126,34,여성,기타,48,46500,2232000,0,36.5,2년약정,0
C02127,46,남성,서울,1,53000,53000,4,4.2,약정없음,1
C02128,23,여성,경기,12,83500,1002000,2,21.4,약정없음,0
C02129,51,남성,부산,60,107500,6450000,1,59.2,2년약정,0
C02130,28,여성,대구,2,101000,202000,5,7.5,약정없음,1
C02131,60,남성,기타,15,85500,1282500,2,25.6,1년약정,0
C02132,36,여성,서울,3,74500,223500,4,12.2,약정없음,1
C02133,48,남성,경기,24,68000,1632000,1,31.2,1년약정,0
C02134,19,여성,부산,1,125000,125000,6,18.5,약정없음,1
C02135,56,남성,대구,42,43500,,0,38.2,2년약정,0
C02136,41,여성,기타,6,61500,369000,3,17.1,약정없음,1
C02137,32,남성,서울,12,76500,918000,2,21.4,약정없음,0
C02138,67,여성,경기,1,122000,122000,6,19.2,약정없음,1
C02139,35,남성,부산,72,111000,7992000,1,65.8,2년약정,0
C02140,24,여성,대구,10,59000,590000,2,22.5,약정없음,0
C02141,32,남성,기타,24,65500,1572000,1,15.2,1년약정,0
C02142,55,여성,서울,2,89000,178000,5,5,약정없음,1
C02143,28,남성,경기,48,45200,2169600,0,22.1,2년약정,0
C02144,41,여성,부산,1,105300,105300,4,8.5,약정없음,1
C02145,62,남성,대구,12,75000,,2,10.2,약정없음,0
C02146,19,여성,기타,6,55000,330000,3,12.5,약정없음,1
C02147,45,남성,서울,72,99900,7192800,1,45.6,2년약정,0
C02148,37,여성,경기,15,82100,1231500,2,18.9,1년약정,0
C02149,50,남성,부산,3,60500,181500,6,3.2,약정없음,1
C02150,24,여성,대구,36,40000,1440000,0,30.5,1년약정,0
C02151,33,남성,기타,10,78200,782000,3,11,약정없음,1
C02152,58,여성,서울,5,92500,462500,4,6.7,약정없음,1
C02153,42,남성,경기,60,110000,6600000,1,55.2,2년약정,0
C02154,29,여성,부산,24,55000,1320000,2,25.4,1년약정,0
C02155,65,남성,대구,1,45000,,5,1.2,약정없음,1
C02156,38,여성,기타,48,88500,4248000,0,33.1,2년약정,0
C02157,21,남성,서울,8,62000,496000,3,14.5,약정없음,1
C02158,47,여성,경기,30,72300,2169000,1,28.7,1년약정,0
C02159,53,남성,부산,14,85000,1190000,4,19.2,약정없음,1
C02160,31,여성,대구,5,42000,210000,2,10.8,약정없음,0
C02161,27,남성,기타,2,95000,190000,5,4.5,약정없음,1
C02162,44,여성,서울,12,68000,816000,2,16.7,1년약정,0
C02163,59,남성,경기,66,120000,7920000,1,60.1,2년약정,0
C02164,35,여성,부산,18,77500,1395000,3,22.3,1년약정,0
C02165,22,남성,대구,4,58000,,4,8.9,약정없음,1
C02166,49,여성,기타,40,91000,3640000,0,35.4,2년약정,0
C02167,33,남성,서울,1,112000,112000,6,12.1,약정없음,1
C02168,61,여성,경기,55,83000,4565000,1,40.2,2년약정,0
C02169,26,남성,부산,10,49000,490000,2,14,약정없음,0
C02170,40,여성,대구,2,86000,172000,5,3.8,약정없음,1
C02171,32,남성,기타,24,65500,1572000,1,15.2,1년약정,0
C02172,55,여성,서울,2,89000,178000,5,5,약정없음,1
C02173,28,남성,경기,48,45200,2169600,0,22.1,2년약정,0
C02174,41,여성,부산,1,105300,105300,4,8.5,약정없음,1
C02175,62,남성,대구,12,75000,,2,10.2,약정없음,0
C02176,19,여성,기타,6,55000,330000,3,12.5,약정없음,1
C02177,45,남성,서울,72,99900,7192800,1,45.6,2년약정,0
C02178,37,여성,경기,15,82100,1231500,2,18.9,1년약정,0
C02179,50,남성,부산,3,60500,181500,6,3.2,약정없음,1
C02180,24,여성,대구,36,40000,1440000,0,30.5,1년약정,0
C02181,32,남성,기타,24,65500,1572000,1,15.2,1년약정,0
C02182,55,여성,서울,2,89000,178000,5,5,약정없음,1
C02183,28,남성,경기,48,45200,2169600,0,22.1,2년약정,0
C02184,41,여성,부산,1,105300,105300,4,8.5,약정없음,1
C02185,62,남성,대구,12,75000,,2,10.2,약정없음,0
C02186,19,여성,기타,6,55000,330000,3,12.5,약정없음,1
C02187,45,남성,서울,72,99900,7192800,1,45.6,2년약정,0
C02188,37,여성,경기,15,82100,1231500,2,18.9,1년약정,0
C02189,50,남성,부산,3,60500,181500,6,3.2,약정없음,1
C02190,24,여성,대구,36,40000,1440000,0,30.5,1년약정,0
C02191,33,남성,기타,10,78200,782000,3,11,약정없음,1
C02192,58,여성,서울,5,92500,462500,4,6.7,약정없음,1
C02193,42,남성,경기,60,110000,6600000,1,55.2,2년약정,0
C02194,29,여성,부산,24,55000,1320000,2,25.4,1년약정,0
C02195,65,남성,대구,1,45000,,5,1.2,약정없음,1
C02196,38,여성,기타,48,88500,4248000,0,33.1,2년약정,0
C02197,21,남성,서울,8,62000,496000,3,14.5,약정없음,1
C02198,47,여성,경기,30,72300,2169000,1,28.7,1년약정,0
C02199,53,남성,부산,14,85000,1190000,4,19.2,약정없음,1
C02200,31,여성,대구,5,42000,210000,2,10.8,약정없음,0
C02201,32,남성,기타,24,65500,1572000,1,15.2,1년약정,0
C02202,55,여성,서울,2,89000,178000,5,5,약정없음,1
C02203,28,남성,경기,48,45200,2169600,0,22.1,2년약정,0
C02204,41,여성,부산,1,105300,105300,4,8.5,약정없음,1
C02205,62,남성,대구,12,75000,,2,10.2,약정없음,0
C02206,19,여성,기타,6,55000,330000,3,12.5,약정없음,1
C02207,45,남성,서울,72,99900,7192800,1,45.6,2년약정,0
C02208,37,여성,경기,15,82100,1231500,2,18.9,1년약정,0
C02209,50,남성,부산,3,60500,181500,6,3.2,약정없음,1
C02210,24,여성,대구,36,40000,1440000,0,30.5,1년약정,0
C02211,33,남성,기타,10,78200,782000,3,11,약정없음,1
C02212,58,여성,서울,5,92500,462500,4,6.7,약정없음,1
C02213,42,남성,경기,60,110000,6600000,1,55.2,2년약정,0
C02214,29,여성,부산,24,55000,1320000,2,25.4,1년약정,0
C02215,65,남성,대구,1,45000,,5,1.2,약정없음,1
C02216,38,여성,기타,48,88500,4248000,0,33.1,2년약정,0
C02217,21,남성,서울,8,62000,496000,3,14.5,약정없음,1
C02218,47,여성,경기,30,72300,2169000,1,28.7,1년약정,0
C02219,53,남성,부산,14,85000,1190000,4,19.2,약정없음,1
C02220,31,여성,대구,5,42000,210000,2,10.8,약정없음,0
C02221,27,남성,기타,2,95000,190000,5,4.5,약정없음,1
C02222,44,여성,서울,12,68000,816000,2,16.7,1년약정,0
C02223,59,남성,경기,66,120000,7920000,1,60.1,2년약정,0
C02224,35,여성,부산,18,77500,1395000,3,22.3,1년약정,0
C02225,22,남성,대구,4,58000,,4,8.9,약정없음,1
C02226,49,여성,기타,40,91000,3640000,0,35.4,2년약정,0
C02227,33,남성,서울,1,112000,112000,6,12.1,약정없음,1
C02228,61,여성,경기,55,83000,4565000,1,40.2,2년약정,0
C02229,26,남성,부산,10,49000,490000,2,14,약정없음,0
C02230,40,여성,대구,2,86000,172000,5,3.8,약정없음,1
C02231,32,남성,기타,24,65500,1572000,1,15.2,1년약정,0
C02232,55,여성,서울,2,89000,178000,5,5,약정없음,1
C02233,28,남성,경기,48,45200,2169600,0,22.1,2년약정,0
C02234,41,여성,부산,1,105300,105300,4,8.5,약정없음,1
C02235,62,남성,대구,12,75000,,2,10.2,약정없음,0
C02236,19,여성,기타,6,55000,330000,3,12.5,약정없음,1
C02237,45,남성,서울,72,99900,7192800,1,45.6,2년약정,0
C02238,37,여성,경기,15,82100,1231500,2,18.9,1년약정,0
C02239,50,남성,부산,3,60500,181500,6,3.2,약정없음,1
C02240,24,여성,대구,36,40000,1440000,0,30.5,1년약정,0
C02241,33,남성,기타,10,78200,782000,3,11,약정없음,1
C02242,58,여성,서울,5,92500,462500,4,6.7,약정없음,1
C02243,42,남성,경기,60,110000,6600000,1,55.2,2년약정,0
C02244,29,여성,부산,24,55000,1320000,2,25.4,1년약정,0
C02245,65,남성,대구,1,45000,,5,1.2,약정없음,1
C02246,38,여성,기타,48,88500,4248000,0,33.1,2년약정,0
C02247,21,남성,서울,8,62000,496000,3,14.5,약정없음,1
C02248,47,여성,경기,30,72300,2169000,1,28.7,1년약정,0
C02249,53,남성,부산,14,85000,1190000,4,19.2,약정없음,1
C02250,31,여성,대구,5,42000,210000,2,10.8,약정없음,0
C02251,32,남성,기타,24,65500,1572000,1,15.2,1년약정,0
C02252,55,여성,서울,2,89000,178000,5,5,약정없음,1
C02253,28,남성,경기,48,45200,2169600,0,22.1,2년약정,0
C02254,41,여성,부산,1,105300,105300,4,8.5,약정없음,1
C02255,62,남성,대구,12,75000,,2,10.2,약정없음,0
C02256,19,여성,기타,6,55000,330000,3,12.5,약정없음,1
C02257,45,남성,서울,72,99900,7192800,1,45.6,2년약정,0
C02258,37,여성,경기,15,82100,1231500,2,18.9,1년약정,0
C02259,50,남성,부산,3,60500,181500,6,3.2,약정없음,1
C02260,24,여성,대구,36,40000,1440000,0,30.5,1년약정,0
C02261,33,남성,기타,10,78200,782000,3,11,약정없음,1
C02262,58,여성,서울,5,92500,462500,4,6.7,약정없음,1
C02263,42,남성,경기,60,110000,6600000,1,55.2,2년약정,0
C02264,29,여성,부산,24,55000,1320000,2,25.4,1년약정,0
C02265,65,남성,대구,1,45000,,5,1.2,약정없음,1
C02266,38,여성,기타,48,88500,4248000,0,33.1,2년약정,0
C02267,21,남성,서울,8,62000,496000,3,14.5,약정없음,1
C02268,47,여성,경기,30,72300,2169000,1,28.7,1년약정,0
C02269,53,남성,부산,14,85000,1190000,4,19.2,약정없음,1
C02270,31,여성,대구,5,42000,210000,2,10.8,약정없음,0
C02271,27,남성,기타,2,95000,190000,5,4.5,약정없음,1
C02272,44,여성,서울,12,68000,816000,2,16.7,1년약정,0
C02273,59,남성,경기,66,120000,7920000,1,60.1,2년약정,0
C02274,35,여성,부산,18,77500,1395000,3,22.3,1년약정,0
C02275,22,남성,대구,4,58000,,4,8.9,약정없음,1
C02276,49,여성,기타,40,91000,3640000,0,35.4,2년약정,0
C02277,33,남성,서울,1,112000,112000,6,12.1,약정없음,1
C02278,61,여성,경기,55,83000,4565000,1,40.2,2년약정,0
C02279,26,남성,부산,10,49000,490000,2,14,약정없음,0
C02280,40,여성,대구,2,86000,172000,5,3.8,약정없음,1
C02281,32,남성,기타,24,65500,1572000,1,15.2,1년약정,0
C02282,55,여성,서울,2,89000,178000,5,5,약정없음,1
C02283,28,남성,경기,48,45200,2169600,0,22.1,2년약정,0
C02284,41,여성,부산,1,105300,105300,4,8.5,약정없음,1
C02285,62,남성,대구,12,75000,,2,10.2,약정없음,0
C02286,19,여성,기타,6,55000,330000,3,12.5,약정없음,1
C02287,45,남성,서울,72,99900,7192800,1,45.6,2년약정,0
C02288,37,여성,경기,15,82100,1231500,2,18.9,1년약정,0
C02289,50,남성,부산,3,60500,181500,6,3.2,약정없음,1
C02290,24,여성,대구,36,40000,1440000,0,30.5,1년약정,0
C02291,33,남성,기타,10,78200,782000,3,11,약정없음,1
C02292,58,여성,서울,5,92500,462500,4,6.7,약정없음,1
C02293,42,남성,경기,60,110000,6600000,1,55.2,2년약정,0
C02294,29,여성,부산,24,55000,1320000,2,25.4,1년약정,0
C02295,65,남성,대구,1,45000,,5,1.2,약정없음,1
C02296,38,여성,기타,48,88500,4248000,0,33.1,2년약정,0
C02297,21,남성,서울,8,62000,496000,3,14.5,약정없음,1
C02298,47,여성,경기,30,72300,2169000,1,28.7,1년약정,0
C02299,53,남성,부산,14,85000,1190000,4,19.2,약정없음,1
C02300,31,여성,대구,5,42000,210000,2,10.8,약정없음,0
C02301,32,남성,기타,24,65500,1572000,1,15.2,1년약정,0
C02302,55,여성,서울,2,89000,178000,5,5,약정없음,1
C02303,28,남성,경기,48,45200,2169600,0,22.1,2년약정,0
C02304,41,여성,부산,1,105300,105300,4,8.5,약정없음,1
C02305,62,남성,대구,12,75000,,2,10.2,약정없음,0
C02306,19,여성,기타,6,55000,330000,3,12.5,약정없음,1
C02307,45,남성,서울,72,99900,7192800,1,45.6,2년약정,0
C02308,37,여성,경기,15,82100,1231500,2,18.9,1년약정,0
C02309,50,남성,부산,3,60500,181500,6,3.2,약정없음,1
C02310,24,여성,대구,36,40000,1440000,0,30.5,1년약정,0
C02311,33,남성,기타,10,78200,782000,3,11,약정없음,1
C02312,58,여성,서울,5,92500,462500,4,6.7,약정없음,1
C02313,42,남성,경기,60,110000,6600000,1,55.2,2년약정,0
C02314,29,여성,부산,24,55000,1320000,2,25.4,1년약정,0
C02315,65,남성,대구,1,45000,,5,1.2,약정없음,1
C02316,38,여성,기타,48,88500,4248000,0,33.1,2년약정,0
C02317,21,남성,서울,8,62000,496000,3,14.5,약정없음,1
C02318,47,여성,경기,30,72300,2169000,1,28.7,1년약정,0
C02319,53,남성,부산,14,85000,1190000,4,19.2,약정없음,1
C02320,31,여성,대구,5,42000,210000,2,10.8,약정없음,0
C02321,27,남성,기타,2,95000,190000,5,4.5,약정없음,1
C02322,44,여성,서울,12,68000,816000,2,16.7,1년약정,0
C02323,59,남성,경기,66,120000,7920000,1,60.1,2년약정,0
C02324,35,여성,부산,18,77500,1395000,3,22.3,1년약정,0
C02325,22,남성,대구,4,58000,,4,8.9,약정없음,1
C02326,49,여성,기타,40,91000,3640000,0,35.4,2년약정,0
C02327,33,남성,서울,1,112000,112000,6,12.1,약정없음,1
C02328,61,여성,경기,55,83000,4565000,1,40.2,2년약정,0
C02329,26,남성,부산,10,49000,490000,2,14,약정없음,0
C02330,40,여성,대구,2,86000,172000,5,3.8,약정없음,1
C02331,32,남성,기타,24,65500,1572000,1,15.2,1년약정,0
C02332,55,여성,서울,2,89000,178000,5,5,약정없음,1
C02333,28,남성,경기,48,45200,2169600,0,22.1,2년약정,0
C02334,41,여성,부산,1,105300,105300,4,8.5,약정없음,1
C02335,62,남성,대구,12,75000,,2,10.2,약정없음,0
C02336,19,여성,기타,6,55000,330000,3,12.5,약정없음,1
C02337,45,남성,서울,72,99900,7192800,1,45.6,2년약정,0
C02338,37,여성,경기,15,82100,1231500,2,18.9,1년약정,0
C02339,50,남성,부산,3,60500,181500,6,3.2,약정없음,1
C02340,24,여성,대구,36,40000,1440000,0,30.5,1년약정,0
C02341,33,남성,기타,10,78200,782000,3,11,약정없음,1
C02342,58,여성,서울,5,92500,462500,4,6.7,약정없음,1
C02343,42,남성,경기,60,110000,6600000,1,55.2,2년약정,0
C02344,29,여성,부산,24,55000,1320000,2,25.4,1년약정,0
C02345,65,남성,대구,1,45000,,5,1.2,약정없음,1
C02346,38,여성,기타,48,88500,4248000,0,33.1,2년약정,0
C02347,21,남성,서울,8,62000,496000,3,14.5,약정없음,1
C02348,47,여성,경기,30,72300,2169000,1,28.7,1년약정,0
C02349,53,남성,부산,14,85000,1190000,4,19.2,약정없음,1
C02350,31,여성,대구,5,42000,210000,2,10.8,약정없음,0
C02351,27,남성,기타,2,95000,190000,5,4.5,약정없음,1
C02352,44,여성,서울,12,68000,816000,2,16.7,1년약정,0
C02353,59,남성,경기,66,120000,7920000,1,60.1,2년약정,0
C02354,35,여성,부산,18,77500,1395000,3,22.3,1년약정,0
C02355,22,남성,대구,4,58000,,4,8.9,약정없음,1
C02356,49,여성,기타,40,91000,3640000,0,35.4,2년약정,0
C02357,33,남성,서울,1,112000,112000,6,12.1,약정없음,1
C02358,61,여성,경기,55,83000,4565000,1,40.2,2년약정,0
C02359,26,남성,부산,10,49000,490000,2,14,약정없음,0
C02360,40,여성,대구,2,86000,172000,5,3.8,약정없음,1
C02361,32,남성,기타,24,65500,1572000,1,15.2,1년약정,0
C02362,55,여성,서울,2,89000,178000,5,5,약정없음,1
C02363,28,남성,경기,48,45200,2169600,0,22.1,2년약정,0
C02364,41,여성,부산,1,105300,105300,4,8.5,약정없음,1
C02365,62,남성,대구,12,75000,,2,10.2,약정없음,0
C02366,19,여성,기타,6,55000,330000,3,12.5,약정없음,1
C02367,45,남성,서울,72,99900,7192800,1,45.6,2년약정,0
C02368,37,여성,경기,15,82100,1231500,2,18.9,1년약정,0
C02369,50,남성,부산,3,60500,181500,6,3.2,약정없음,1
C02370,24,여성,대구,36,40000,1440000,0,30.5,1년약정,0
C02371,33,남성,기타,10,78200,782000,3,11,약정없음,1
C02372,58,여성,서울,5,92500,462500,4,6.7,약정없음,1
C02373,42,남성,경기,60,110000,6600000,1,55.2,2년약정,0
C02374,29,여성,부산,24,55000,1320000,2,25.4,1년약정,0
C02375,65,남성,대구,1,45000,,5,1.2,약정없음,1
C02376,38,여성,기타,48,88500,4248000,0,33.1,2년약정,0
C02377,21,남성,서울,8,62000,496000,3,14.5,약정없음,1
C02378,47,여성,경기,30,72300,2169000,1,28.7,1년약정,0
C02379,53,남성,부산,14,85000,1190000,4,19.2,약정없음,1
C02380,31,여성,대구,5,42000,210000,2,10.8,약정없음,0
C02381,27,남성,기타,2,95000,190000,5,4.5,약정없음,1
C02382,44,여성,서울,12,68000,816000,2,16.7,1년약정,0
C02383,59,남성,경기,66,120000,7920000,1,60.1,2년약정,0
C02384,35,여성,부산,18,77500,1395000,3,22.3,1년약정,0
C02385,22,남성,대구,4,58000,,4,8.9,약정없음,1
C02386,49,여성,기타,40,91000,3640000,0,35.4,2년약정,0
C02387,33,남성,서울,1,112000,112000,6,12.1,약정없음,1
C02388,61,여성,경기,55,83000,4565000,1,40.2,2년약정,0
C02389,26,남성,부산,10,49000,490000,2,14,약정없음,0
C02390,40,여성,대구,2,86000,172000,5,3.8,약정없음,1
C02391,32,남성,기타,24,65500,1572000,1,15.2,1년약정,0
C02392,55,여성,서울,2,89000,178000,5,5,약정없음,1
C02393,28,남성,경기,48,45200,2169600,0,22.1,2년약정,0
C02394,41,여성,부산,1,105300,105300,4,8.5,약정없음,1
C02395,62,남성,대구,12,75000,,2,10.2,약정없음,0
C02396,19,여성,기타,6,55000,330000,3,12.5,약정없음,1
C02397,45,남성,서울,72,99900,7192800,1,45.6,2년약정,0
C02398,37,여성,경기,15,82100,1231500,2,18.9,1년약정,0
C02399,50,남성,부산,3,60500,181500,6,3.2,약정없음,1
C02400,24,여성,대구,36,40000,1440000,0,30.5,1년약정,0
C02401,33,남성,기타,10,78200,782000,3,11,약정없음,1
C02402,58,여성,서울,5,92500,462500,4,6.7,약정없음,1
C02403,42,남성,경기,60,110000,6600000,1,55.2,2년약정,0
C02404,29,여성,부산,24,55000,1320000,2,25.4,1년약정,0
C02405,65,남성,대구,1,45000,,5,1.2,약정없음,1
C02406,38,여성,기타,48,88500,4248000,0,33.1,2년약정,0
C02407,21,남성,서울,8,62000,496000,3,14.5,약정없음,1
C02408,47,여성,경기,30,72300,2169000,1,28.7,1년약정,0
C02409,53,남성,부산,14,85000,1190000,4,19.2,약정없음,1
C02410,31,여성,대구,5,42000,210000,2,10.8,약정없음,0
C02411,27,남성,기타,2,95000,190000,5,4.5,약정없음,1
C02412,44,여성,서울,12,68000,816000,2,16.7,1년약정,0
C02413,59,남성,경기,66,120000,7920000,1,60.1,2년약정,0
C02414,35,여성,부산,18,77500,1395000,3,22.3,1년약정,0
C02415,22,남성,대구,4,58000,,4,8.9,약정없음,1
C02416,49,여성,기타,40,91000,3640000,0,35.4,2년약정,0
C02417,33,남성,서울,1,112000,112000,6,12.1,약정없음,1
C02418,61,여성,경기,55,83000,4565000,1,40.2,2년약정,0
C02419,26,남성,부산,10,49000,490000,2,14,약정없음,0
C02420,40,여성,대구,2,86000,172000,5,3.8,약정없음,1
C02421,32,남성,기타,24,65500,1572000,1,15.2,1년약정,0
C02422,55,여성,서울,2,89000,178000,5,5,약정없음,1
C02423,28,남성,경기,48,45200,2169600,0,22.1,2년약정,0
C02424,41,여성,부산,1,105300,105300,4,8.5,약정없음,1
C02425,62,남성,대구,12,75000,,2,10.2,약정없음,0
C02426,19,여성,기타,6,55000,330000,3,12.5,약정없음,1
C02427,45,남성,서울,72,99900,7192800,1,45.6,2년약정,0
C02428,37,여성,경기,15,82100,1231500,2,18.9,1년약정,0
C02429,50,남성,부산,3,60500,181500,6,3.2,약정없음,1
C02430,24,여성,대구,36,40000,1440000,0,30.5,1년약정,0
C02431,33,남성,기타,10,78200,782000,3,11,약정없음,1
C02432,58,여성,서울,5,92500,462500,4,6.7,약정없음,1
C02433,42,남성,경기,60,110000,6600000,1,55.2,2년약정,0
C02434,29,여성,부산,24,55000,1320000,2,25.4,1년약정,0
C02435,65,남성,대구,1,45000,,5,1.2,약정없음,1
C02436,38,여성,기타,48,88500,4248000,0,33.1,2년약정,0
C02437,21,남성,서울,8,62000,496000,3,14.5,약정없음,1
C02438,47,여성,경기,30,72300,2169000,1,28.7,1년약정,0
C02439,53,남성,부산,14,85000,1190000,4,19.2,약정없음,1
C02440,31,여성,대구,5,42000,210000,2,10.8,약정없음,0
C02441,27,남성,기타,2,95000,190000,5,4.5,약정없음,1
C02442,44,여성,서울,12,68000,816000,2,16.7,1년약정,0
C02443,59,남성,경기,66,120000,7920000,1,60.1,2년약정,0
C02444,35,여성,부산,18,77500,1395000,3,22.3,1년약정,0
C02445,22,남성,대구,4,58000,,4,8.9,약정없음,1
C02446,49,여성,기타,40,91000,3640000,0,35.4,2년약정,0
C02447,33,남성,서울,1,112000,112000,6,12.1,약정없음,1
C02448,61,여성,경기,55,83000,4565000,1,40.2,2년약정,0
C02449,26,남성,부산,10,49000,490000,2,14,약정없음,0
C02450,40,여성,대구,2,86000,172000,5,3.8,약정없음,1
C02451,32,남성,기타,24,65500,1572000,1,15.2,1년약정,0
C02452,55,여성,서울,2,89000,178000,5,5,약정없음,1
C02453,28,남성,경기,48,45200,2169600,0,22.1,2년약정,0
C02454,41,여성,부산,1,105300,105300,4,8.5,약정없음,1
C02455,62,남성,대구,12,75000,,2,10.2,약정없음,0
C02456,19,여성,기타,6,55000,330000,3,12.5,약정없음,1
C02457,45,남성,서울,72,99900,7192800,1,45.6,2년약정,0
C02458,37,여성,경기,15,82100,1231500,2,18.9,1년약정,0
C02459,50,남성,부산,3,60500,181500,6,3.2,약정없음,1
C02460,24,여성,대구,36,40000,1440000,0,30.5,1년약정,0
C02461,33,남성,기타,10,78200,782000,3,11,약정없음,1
C02462,58,여성,서울,5,92500,462500,4,6.7,약정없음,1
C02463,42,남성,경기,60,110000,6600000,1,55.2,2년약정,0
C02464,29,여성,부산,24,55000,1320000,2,25.4,1년약정,0
C02465,65,남성,대구,1,45000,,5,1.2,약정없음,1
C02466,38,여성,기타,48,88500,4248000,0,33.1,2년약정,0
